candidate_id,predownload_status,predownload_score,predownload_reasons,direct_repository_signal,explicit_file_signal,publication_doi_signal,human_clinical_health_signal,participant_signal,open_license_signal,restriction_signal_strict,active_expansion_doi_match,original_paper_doi_match,title,publisher,repository_client,doi,url,publication_year,formats,rights_license_short,related_publications_short,description_short
RCTC-00174,Landing page / file manifest first,9,direct/open repository client; publication DOI signal; human clinical/health signal; participant/treatment-arm signal; open license signal,yes,no,yes,yes,yes,yes,no,,,Data from: NIHSS cut-point for predicting outcome in supra- vs infra-tentorial acute ischemic stroke,Dryad,dryad.dryad,10.5061/dryad.1kn74rt,https://datadryad.org/dataset/doi:10.5061/dryad.1kn74rt,2019,,Creative Commons Zero v1.0 Universal cc0-1.0 https://creativecommons.org/publicdomain/zero/1.0/legalcode,IsCitedBy:DOI:10.1212/wnl.0000000000006437,"Objective: To determine the optimal cut-point on the National Institutes of Health Stroke Scale (NIHSS) for predicting poor 90-day clinical outcome in patients with supra- and infra-tentorial acute ischemic stroke (AIS). Methods: Data are from participants of the alteplase-dose arm of the randomised controlled trial, Enhanced Control of Hypertension and Thrombolysis Stroke Study (ENCHANTED). Associations between baseline characteristics of clinically-defined supratentorial and infratentorial AIS patients and poor functional outcome, defined by scores 3-6 on the modified Rankin scale (mRS), were evaluated in logistic regression models, with area under curve (AUC) receiver operating characteristics defining the optimal NIHSS predictor cut-point. Results: Patients with infratentorial AIS (n=289) had lower baseline NIHSS scores than those with supratentorial AIS (n=2613) (median 7 vs 9; p..."
RCTC-01908,Landing page / file manifest first,9,direct/open repository client; publication DOI signal; human clinical/health signal; participant/treatment-arm signal; open license signal,yes,no,yes,yes,yes,yes,no,,,Data from: Neurofeedback facilitation enhances post-stroke gait and balance recovery: a randomized trial,Dryad,dryad.dryad,10.5061/dryad.sf7m0cg3n,https://datadryad.org/dataset/doi:10.5061/dryad.sf7m0cg3n,2022,,Creative Commons Zero v1.0 Universal cc0-1.0 https://creativecommons.org/publicdomain/zero/1.0/legalcode,IsCitedBy:DOI:10.1212/wnl.0000000000011989,"Objective: To test the hypothesis that supplementary motor area (SMA) facilitation with functional near-infrared spectroscopy mediated neurofeedback (fNIRS-NFB) augments post-stroke gait and balance recovery using the 3-meter-Timed Up-and-Go (TUG) test, we conducted this two-center, double-blind, randomized controlled trial involving 54 Japanese patients. Methods: Patients with subcortical stroke-induced mild-to-moderate gait disturbance more than 12 weeks from onset, underwent 6 sessions of SMA neurofeedback facilitation during gait- and balance-related motor imagery using fNIRS-NFB. Participants were randomly allocated to intervention (REAL: 28 patients) or placebo (SHAM: 26 patients) group. In the REAL group, the fNIRS signal contained participants’ cortical activation information. Primary outcome was TUG improvement, 4 weeks post intervention. Results: The REAL group showed greate..."
RCTC-01926,Landing page / file manifest first,9,direct/open repository client; publication DOI signal; human clinical/health signal; participant/treatment-arm signal; open license signal,yes,no,yes,yes,yes,yes,no,,,Data from: Patterned frequency-modulated oral stimulation in preterm infants: a multicenter randomized controlled trial,Dryad,dryad.dryad,10.5061/dryad.rg57q6m,https://datadryad.org/dataset/doi:10.5061/dryad.rg57q6m,2019,,Creative Commons Zero v1.0 Universal cc0-1.0 https://creativecommons.org/publicdomain/zero/1.0/legalcode,IsCitedBy:DOI:10.1371/journal.pone.0212675,"Objective To evaluate the effect of patterned, frequency-modulated oro-somatosensory stimulation on time to full oral feeds in preterm infants born 26 - 30 weeks gestation. Study Design This is a multicenter randomized controlled trial. The experimental group (n = 109) received patterned, frequency-modulated oral stimulation via the NTrainer system through a pulsatile pacifier and the control group (n = 101) received a non-pulsatile pacifier. Intent-to-treat analysis (n = 210) was performed to compare the experimental and control groups and the outcomes were analyzed using generalized estimating equations. Time-to-event analyses for time to reach full oral feeds and length of hospital stay were conducted using Cox proportional hazards models. Results The experimental group had reduction in time to full oral feeds compared to the control group (-4.1 days, HR 1.37 (1.03, 1.82) p = 0.03)..."
RCTC-00181,Landing page / file manifest first,9,direct/open repository client; publication DOI signal; human clinical/health signal; participant/treatment-arm signal; open license signal,yes,no,yes,yes,yes,yes,no,,,"Data from: Perioperative medication management: expanding the role of the preadmission clinic pharmacist in a single centre, randomised controlled trial of collaborative prescribing",Dryad,dryad.dryad,10.5061/dryad.81tr1,https://datadryad.org/dataset/doi:10.5061/dryad.81tr1,2013,,Creative Commons Zero v1.0 Universal cc0-1.0 https://creativecommons.org/publicdomain/zero/1.0/legalcode,IsCitedBy:DOI:10.1136/bmjopen-2013-003027,"Objectives: Current evidence to support non-medical prescribing is predominantly qualitative, with little evaluation of accuracy, safety and appropriateness. Our aim was to evaluate a new model of service for the Australia healthcare system, of inpatient medication prescribing by a pharmacist in an elective surgery pre admission clinic (PAC) against usual care, using an endorsed performance framework. Design: Single centre, randomised controlled, two arm trial Setting: Elective surgery pre admission clinic in Brisbane based tertiary hospital Participants: Four hundred adults scheduled for elective surgery were randomised to intervention or control. Intervention: A pharmacist generated the inpatient medication chart to reflect the patient’s regular medication, made a plan for medication perioperatively and prescribed VTE prophylaxis. In the control arm, the medication chart was generat..."
RCTC-00167,Landing page / file manifest first,9,direct/open repository client; publication DOI signal; human clinical/health signal; participant/treatment-arm signal; open license signal,yes,no,yes,yes,yes,yes,no,,,Data from: Randomised controlled trial of an education and support package for stroke patients and their carers,Dryad,dryad.dryad,10.5061/dryad.4ms68,https://datadryad.org/dataset/doi:10.5061/dryad.4ms68,2013,,Creative Commons Zero v1.0 Universal cc0-1.0 https://creativecommons.org/publicdomain/zero/1.0/legalcode,IsCitedBy:DOI:10.1136/bmjopen-2012-002538,"Objective: Tailoring stroke information and providing reinforcement opportunities are two strategies proposed to enhance the effectiveness of education. This study aimed to evaluate the effects of an education package which utilised both strategies on the knowledge, health and psychosocial outcomes of stroke patients and carers. Design: Multisite, randomised trial comparing usual care with an education and support package. Setting: Two acute stroke units. Participants: Patients and their carers (N=138) were randomised (control n=67, intervention n=71) of which data for 119 participants (control n=59, intervention n=60) were analysed. Intervention: The package consisted of a computer-generated, tailored written information booklet and verbal reinforcement provided prior to, and for 3 months following, discharge. Outcome measures: Outcome measures were administered prior to hospital dis..."
RCTC-01810,Landing page / file manifest first,9,direct/open repository client; publication DOI signal; human clinical/health signal; participant/treatment-arm signal; open license signal,yes,no,yes,yes,yes,yes,no,,,Data from: Reducing work-related screen-time in healthcare workers during leisure time (REDUCE SCREEN) – A randomized controlled trial,Dryad,dryad.dryad,10.5061/dryad.ghx3ffbz4,https://datadryad.org/dataset/doi:10.5061/dryad.ghx3ffbz4,2026,,Creative Commons Zero v1.0 Universal cc0-1.0 https://creativecommons.org/publicdomain/zero/1.0/legalcode,IsCitedBy:DOI:10.1007/s10916-026-02338-9,"Background: The ubiquitous availability of work-related applications on personal devices makes healthcare workers prone to working during leisure time. Objective: We tested the hypothesis that an intervention to reduce work-related screen time during a weekend off reduces stress in healthcare workers. Design: Pragmatic parallel design randomized controlled trial between November 2021 and November 2023. Participants: Healthcare workers using a smartphone with a work email application were eligible. Intervention: Randomization was 1:1 to no treatment or a threefold educational intervention to: 1) activate automated responses to emails received, 2) reduce screen time, and 3) uninstall work applications from personal devices. | This dataset includes participant-provided responses of 520 healthcare workers randomized to 1:1 to no treatment or to an educational intervention aimed at reducin..."
RCTC-05216,Landing page / file manifest first,9,direct/open repository client; publication DOI signal; human clinical/health signal; participant/treatment-arm signal; open license signal,yes,no,yes,yes,yes,yes,no,,,Data from: Risk of cancer with angiotensin-receptor blockers increases with increasing cumulative exposure: Meta-regression analysis of randomized trials,Dryad,dryad.dryad,10.5061/dryad.bg79cnpc9,https://datadryad.org/dataset/doi:10.5061/dryad.bg79cnpc9,2022,,Creative Commons Zero v1.0 Universal cc0-1.0 https://creativecommons.org/publicdomain/zero/1.0/legalcode,IsCitedBy:DOI:10.1371/journal.pone.0263461,"Angiotensin-receptor blockers (ARBs) are a class of drugs approved for the treatment of several common conditions, such as hypertension and heart failure. Recently, regulatory agencies have started to identify possibly carcinogenic nitrosamines and azido compounds in a multitude of formulations of several ARBs, resulting in progressive recalls. Furthermore, data from several randomized controlled trials suggested that there is also a clinically increased risk of cancer and specifically lung cancer with ARBs; whereas other trials suggested no increased risk. The purpose of this analysis was to provide additional insight into the ARB-cancer link by examining whether there is a relationship between degree of cumulative exposure to ARBs and risk of cancer in randomized trials. Trial-level data from ARB Trialists Collaboration including 15 randomized controlled trials was extracted and ent..."
RCTC-01917,Landing page / file manifest first,9,direct/open repository client; publication DOI signal; human clinical/health signal; participant/treatment-arm signal; open license signal,yes,no,yes,yes,yes,yes,no,,,Data from: Scrambler therapy improves pain in neuromyelitis optica: a randomized controlled trial,Dryad,dryad.dryad,10.5061/dryad.sk6mr5v,https://datadryad.org/dataset/doi:10.5061/dryad.sk6mr5v,2022,,Creative Commons Zero v1.0 Universal cc0-1.0 https://creativecommons.org/publicdomain/zero/1.0/legalcode,IsCitedBy:DOI:10.1212/wnl.0000000000009370,"Objective: The primary objective aimed to determine if Scrambler therapy is an effective, acceptable and feasible treatment of persistent central neuropathic pain in patients with neuromyelitis optica spectrum disorder (NMOSD). The secondary objective explored the effect of Scrambler therapy on co-occurring symptoms. Methods: We conducted a randomized single blind, sham-controlled trial in patients with NMOSD who have central neuropathic pain using Scrambler therapy for 10 consecutive weekdays. Pain severity, pain interference, anxiety, depression and sleep disturbance were assessed at baseline, end of treatment, and at 30- and 60-day follow-up. Results: Twenty-two patients (11 per arm) were enrolled into and completed this trial. The median baseline NRS pain score decreased from 5.0 to 1.5 following 10 days of treatment with Scrambler therapy, whereas the median NRS score did not sig..."
RCTC-01941,Landing page / file manifest first,9,direct/open repository client; publication DOI signal; human clinical/health signal; participant/treatment-arm signal; open license signal,yes,no,yes,yes,yes,yes,no,,,Data from: Small volume plasma exchange for Guillain-Barré syndrome in resource-limited settings: a phase II safety and feasibility study,Dryad,dryad.dryad,10.5061/dryad.55nb389,https://datadryad.org/dataset/doi:10.5061/dryad.55nb389,2018,,Creative Commons Zero v1.0 Universal cc0-1.0 https://creativecommons.org/publicdomain/zero/1.0/legalcode,IsCitedBy:DOI:10.1136/bmjopen-2018-022862,"OBJECTIVE: To assess the safety and feasibility of small volume plasma exchange (SVPE) as an alternative to standard plasma exchange (PE) or intravenous immunoglobulin (IVIg) for Guillain-Barré syndrome (GBS) patients. DESIGN: Non-randomized, single arm, interventional trial. SETTING: National Institute of Neurosciences and Hospital, Dhaka, Bangladesh. PARTICIPANTS: Twenty adult (>18 years) patients with GBS presented within 2 weeks of onset of weakness who were unable to walk unaided for more than 10 meters. INTERVENTIONS: SVPE involves blood cell sedimentation in a blood bag and removal of supernatant plasma after blood cells are re-transfused. This procedure was repeated three to six times a day, for eight consecutive days. OUTCOME MEASURES: Serious adverse events (SAE) were defined as severe sepsis and deep venous thrombosis related to the central vein catheter (CVC) used during S..."
RCTC-00166,Landing page / file manifest first,9,direct/open repository client; publication DOI signal; human clinical/health signal; participant/treatment-arm signal; open license signal,yes,no,yes,yes,yes,yes,no,,,Data from: Strategies for understanding and reducing the Plasmodium vivax and Plasmodium ovale hypnozoite reservoir in Papua New Guinean children: a randomised placebo-controlled trial and mathematical model,Dryad,dryad.dryad,10.5061/dryad.m1n03,https://datadryad.org/dataset/doi:10.5061/dryad.m1n03,2016,,Creative Commons Zero v1.0 Universal cc0-1.0 https://creativecommons.org/publicdomain/zero/1.0/legalcode,IsCitedBy:DOI:10.1371/journal.pmed.1001891,"Background: The undetectable hypnozoite reservoir for relapsing Plasmodium vivax and P. ovale malarias presents a major challenge for malaria control and elimination in endemic countries. This study aims to directly determine the contribution of relapses to the burden of P. vivax and P. ovale infection, illness, and transmission in Papua New Guinean children. Methods and Findings: From 17 August 2009 to 20 May 2010, 524 children aged 5–10 y from East Sepik Province in Papua New Guinea (PNG) participated in a randomised double-blind placebo-controlled trial of blood- plus liver-stage drugs (chloroquine [CQ], 3 d; artemether-lumefantrine [AL], 3 d; and primaquine [PQ], 20 d, 10 mg/kg total dose) (261 children) or blood-stage drugs only (CQ, 3 d; AL, 3 d; and placebo [PL], 20 d) (263 children). Participants, study staff, and investigators were blinded to the treatment allocation. Twenty ..."
RCTC-00890,Landing page / file manifest first,9,direct/open repository client; publication DOI signal; human clinical/health signal; participant/treatment-arm signal; open license signal,yes,no,yes,yes,yes,yes,no,,,Data from: Third wave cognitive therapy versus mentalization-based treatment for major depressive disorder: a randomised clinical trial,Dryad,dryad.dryad,10.5061/dryad.2d7h5,https://datadryad.org/dataset/doi:10.5061/dryad.2d7h5,2014,,Creative Commons Zero v1.0 Universal cc0-1.0 https://creativecommons.org/publicdomain/zero/1.0/legalcode,IsCitedBy:DOI:10.1136/bmjopen-2014-004903,"Objective: To compare the benefits and harms of third-wave cognitive therapy versus mentalisation-based therapy in a small sample of depressed participants. Setting: The trial was conducted at an outpatient psychiatric clinic for non-psychotic patients in Roskilde, Denmark. Participants: 44 consecutive adult participants diagnosed with major depressive disorder. Interventions: 18 weeks of third-wave cognitive therapy (n=22) versus 18 weeks of mentalisation-based treatment (n=22). Outcomes: The primary outcome was the Hamilton Rating Scale for Depression (HDRS) at end of treatment (18 weeks). Secondary outcomes were: remission (HDRS <8), Beck's Depression Inventory, Symptom Checklist 90 Revised and The WHO-Five Well-being Index 1999. Results: The trial inclusion lasted for about 2 years as planned but only 44 out of the planned 84 participants were randomised. Two mentalisation-based p..."
RCTC-05210,Landing page / file manifest first,9,direct/open repository client; publication DOI signal; human clinical/health signal; participant/treatment-arm signal; open license signal,yes,no,yes,yes,yes,yes,no,,,Data from: Use of the lung flute ECO to assist in sputum collection for tuberculosis testing: a randomized crossover trial,Dryad,dryad.dryad,10.5061/dryad.b8gtht7m7,https://datadryad.org/dataset/doi:10.5061/dryad.b8gtht7m7,2024,,Creative Commons Zero v1.0 Universal cc0-1.0 https://creativecommons.org/publicdomain/zero/1.0/legalcode,IsCitedBy:DOI:10.1183/23120541.00902-2023,"The Lung Flute ECO, a self-powered, low cost, oscillatory positive expiratory pressure (OPEP) device, assisted people with presumptive tuberculosis to produce an adequate sputum volume for diagnostic testing and was well-tolerated. | # Data from: Use of the Lung Flute ECO to assist in sputum collection for tuberculosis testing: A randomized crossover trial [https://doi.org/10.5061/dryad.b8gtht7m7](https://doi.org/10.5061/dryad.b8gtht7m7) ## Description of the data and file structure Data were collected from March 8, 2022, to May 31, 2022 at eight health facilities in Cameroon. Information provided by participants was entered into the Research Electronic Data Capture (REDCap) platform. In this data set, age and BMI have been grouped to mask these indirect identifiers. The information on specific exclusion criteria have been removed; the variable screen_failure indicates which people we..."
RCTC-01955,Landing page / file manifest first,9,direct/open repository client; publication DOI signal; human clinical/health signal; participant/treatment-arm signal; open license signal,yes,no,yes,yes,yes,yes,no,,,"Data from: Video education versus face-to-face education on inhaler technique for patients with well-controlled or partly-controlled asthma: a phase IV, open-label, non-inferiority, multicenter, randomized, controlled trial",Dryad,dryad.dryad,10.5061/dryad.7vn81m1,https://datadryad.org/dataset/doi:10.5061/dryad.7vn81m1,2019,,Creative Commons Zero v1.0 Universal cc0-1.0 https://creativecommons.org/publicdomain/zero/1.0/legalcode,IsCitedBy:DOI:10.1371/journal.pone.0197358,"Background: Education on inhaler technique is critical for effective asthma treatment. However, traditionally used face-to-face education is a time-consuming, costly, and often laborious. The current study evaluated the efficacy of a newly developed video-based inhaler technique education method. Methods: A total of 184 subjects with well-controlled or partly-controlled asthma were enrolled from 12 hospitals in South Korea from 30 November 2015 to 01 June 2016. Subjects were randomly divided into two groups in a 1:1 ratio; a control group that received face-to-face education, and an study group that received video education. All subjects received fluticasone propionate plus salmeterol xinafoate (Fluterol® 250/50 inhalation capsules) for 12 weeks. The primary outcome measure was forced expiratory volume in the 1st second (FEV1) at 12 weeks. The secondary outcome measures were change in..."
RCTC-01888,Landing page / file manifest first,9,direct/open repository client; publication DOI signal; human clinical/health signal; participant/treatment-arm signal; open license signal,yes,no,yes,yes,yes,yes,no,,,Dataset on the effectiveness of cognitive training using the abacus-based mental calculation training application,Dryad,dryad.dryad,10.5061/dryad.1ns1rn8zx,https://datadryad.org/dataset/doi:10.5061/dryad.1ns1rn8zx,2024,,Creative Commons Zero v1.0 Universal cc0-1.0 https://creativecommons.org/publicdomain/zero/1.0/legalcode,IsCitedBy:DOI:10.1371/journal.pone.0299201,"This study investigated the effect of a home-based computerized cognitive training program that utilizes a digital application for training abacus-based mental calculations, “SoroTouch,” on the cognitive functions of healthy middle-aged and older people using a randomized controlled trial. The participants were 20 adults (aged 42-79 years) who were involved in community-based activities for dementia prevention held by a certain organization. The participants were assigned randomly to the intervention (SoroTouch) group or control group. The SoroTouch group received home-based cognitive training with SoroTouch, being asked to use the software every day for 6 months, while the control group did not receive any intervention. To investigate the effect of SoroTouch, CogEvo, a cognitive functions test battery utilizing a tablet device, was administered to all participants once per month duri..."
RCTC-05222,Landing page / file manifest first,9,direct/open repository client; publication DOI signal; human clinical/health signal; participant/treatment-arm signal; open license signal,yes,no,yes,yes,yes,yes,no,,,"Demographic data, reporting guidelines underlying the manuscript: The effect of morning versus evening administration of Empagliflozin on its pharmacokinetics and pharmacodynamics characteristics in healthy adults: a two way cross over, non-randomized trial",Dryad,dryad.dryad,10.5061/dryad.gqnk98smc,https://datadryad.org/dataset/doi:10.5061/dryad.gqnk98smc,2021,,Creative Commons Zero v1.0 Universal cc0-1.0 https://creativecommons.org/publicdomain/zero/1.0/legalcode,IsCitedBy:DOI:10.12688/f1000research.51114.1,"Background: Empagliflozin is an SGLT2 inhibitor approved for use in patients with Diabetes Mellitus type 2 (DMT2) with- or without other cardiovascular disease. Empagliflozin is taken once daily without rationale on the optimal timing for administration. This study aimed to determine the chronopharmacological effects of morning vs evening administration of empagliflozin 10 mg in Healthy Egyptian adults, by investigating the pharmacokinetics and pharmacodynamics parameters of empagliflozin depending on the intake time. Methods: An open label, sequential, two‐way crossover trial comprised two periods with a washout period of 7 days. Pharmacokinetics parameters (Tmax (h), Cmax (ng/ml), AUC 0-t (ng.h/ml)) as primary endpoints, and (AUC 0 to ∞(ng.h/ml)) as secondary endpoint were assessed. Method validation was done prior to injection in LC/MS/MS and samples were processed by Liquid-Liquid..."
RCTC-00152,Landing page / file manifest first,9,direct/open repository client; publication DOI signal; human clinical/health signal; participant/treatment-arm signal; open license signal,yes,no,yes,yes,yes,yes,no,,,Effect of a tailored multidimensional intervention on the care burden among family caregivers of stroke survivors: A randomised controlled trial,Dryad,dryad.dryad,10.5061/dryad.gf1vhhmm5,https://datadryad.org/dataset/doi:10.5061/dryad.gf1vhhmm5,2022,,Creative Commons Zero v1.0 Universal cc0-1.0 https://creativecommons.org/publicdomain/zero/1.0/legalcode,IsCitedBy:DOI:10.1136/bmjopen-2021-049741,"Introduction: Caring for stroke survivors at home creates high levels of care burden among family caregivers. As the nature of caregiving is multidimensional, previous initiatives at alleviating the care burden using a single approach have not been adequate. It was recommended that future studies focus on tailored interventions that address the needs of family caregivers and combine different approaches to relieve caregivers’ burden. However, there is a lack of literature regarding interventions that incorporate these recommendations. The proposed study aims to evaluate the effect of a tailored multidimensional intervention developed by researchers to reduce the care burden among family caregivers of stroke survivors. Based on the perceived needs of family caregivers of stroke survivors, this intervention takes into account scientific recommendations to combine three different approac..."
RCTC-01873,Landing page / file manifest first,9,direct/open repository client; publication DOI signal; human clinical/health signal; participant/treatment-arm signal; open license signal,yes,no,yes,yes,yes,yes,no,,,"Impact of an integrated intervention package during preconception, pregnancy, and early childhood on inflammation, IGF-1, IGFBP3 during the first 6 months of life: Findings from the WINGS randomized controlled trial",Dryad,dryad.dryad,10.5061/dryad.6t1g1jxbs,https://datadryad.org/dataset/doi:10.5061/dryad.6t1g1jxbs,2025,,Creative Commons Zero v1.0 Universal cc0-1.0 https://creativecommons.org/publicdomain/zero/1.0/legalcode,IsCitedBy:DOI:10.1101/2025.08.10.25333400 | IsCitedBy:DOI:10.1371/journal.pgph.0005118,"Early-life interventions targeting maternal and child health, nutrition, and psychosocial care may influence infant growth and immune development by modulating systemic inflammation and growth factor pathways. However, causal evidence of comprehensive, integrated interventions initiated during early life is limited. The study was nested in a factorial randomized controlled trial (RCT) in women aged 18–30 years. Participants included in this study were randomized to receive either a preconception intervention package or routine care until early childhood. The intervention included health care for growth-related conditions, nutrition, WASH (water, sanitation, and hygiene), and psychosocial care. The primary study demonstrated a substantial effect of the intervention on growth and development. Blood samples from 381 (178 from the intervention group and 203 from the control group) infants..."
RCTC-00883,Landing page / file manifest first,9,direct/open repository client; publication DOI signal; human clinical/health signal; participant/treatment-arm signal; open license signal,yes,no,yes,yes,yes,yes,no,,,"Pharmacodynamics parameters underlying the manuscript: The effect of morning versus evening administration of empagliflozin on its pharmacokinetics and pharmacodynamics characteristics in healthy adults: a two-way crossover, non-randomised trial",Dryad,dryad.dryad,10.5061/dryad.k0p2ngf7b,https://datadryad.org/dataset/doi:10.5061/dryad.k0p2ngf7b,2021,,Creative Commons Zero v1.0 Universal cc0-1.0 https://creativecommons.org/publicdomain/zero/1.0/legalcode,IsCitedBy:DOI:10.1016/j.foodchem.2015.04.071 | IsCitedBy:DOI:10.12688/f1000research.51114.1,"Background: Empagliflozin is an SGLT2 inhibitor approved for use in patients with Diabetes Mellitus type 2 (DMT2) with- or without other cardiovascular disease. Empagliflozin is taken once daily without rationale on the optimal timing for administration. This study aimed to determine the chronopharmacological effects of morning vs evening administration of empagliflozin 10 mg in Healthy Egyptian adults, by investigating the pharmacokinetics and pharmacodynamics parameters of empagliflozin depending on the intake time. Methods: An open label, sequential, two‐way crossover trial comprised two periods with a washout period of 7 days. Pharmacokinetics parameters (tmax (h), Cmax (ng/ml), AUC 0-t (ng.h/ml)) as primary endpoints, and (AUC 0 to ∞(ng.h/ml)) as secondary endpoint were assessed. Method validation was done prior to injection in LC/MS/MS and samples were processed by Liquid-Liquid..."
RCTC-00884,Landing page / file manifest first,9,direct/open repository client; publication DOI signal; human clinical/health signal; participant/treatment-arm signal; open license signal,yes,no,yes,yes,yes,yes,no,,,"Pharmacokinetics parameters, bioanalytical method underlying the manuscript: The effect of morning versus evening administration of empagliflozin on its pharmacokinetics and pharmacodynamics characteristics in healthy adults: a two-way crossover non-randomised trial",Dryad,dryad.dryad,10.5061/dryad.brv15dv8j,https://datadryad.org/dataset/doi:10.5061/dryad.brv15dv8j,2021,,Creative Commons Zero v1.0 Universal cc0-1.0 https://creativecommons.org/publicdomain/zero/1.0/legalcode,IsCitedBy:DOI:10.12688/f1000research.51114.1,"Background: Empagliflozin is an SGLT2 inhibitor approved for use in patients with Diabetes Mellitus type 2 (DMT2) with- or without other cardiovascular disease. Empagliflozin is taken once daily without rationale on the optimal timing for administration. This study aimed to determine the chronopharmacological effects of morning vs evening administration of empagliflozin 10 mg in Healthy Egyptian adults, by investigating the pharmacokinetics and pharmacodynamics parameters of empagliflozin depending on the intake time. Methods: An open label, sequential, two‐way crossover trial comprised two periods with a washout period of 7 days. Pharmacokinetics parameters (tmax (h), Cmax (ng/ml), AUC 0-t (ng.h/ml)) as primary endpoints, and (AUC 0 to ∞(ng.h/ml)) as secondary endpoint were assessed. Method validation was done prior to injection in LC/MS/MS and samples were processed by Liquid-Liquid..."
RCTC-00107,Landing page / file manifest first,9,direct/open repository client; publication DOI signal; human clinical/health signal; participant/treatment-arm signal; open license signal,yes,no,yes,yes,yes,yes,no,,,REGAIN trial intervention development process evaluation data,Dryad,dryad.dryad,10.5061/dryad.n8pk0p30r,https://datadryad.org/dataset/doi:10.5061/dryad.n8pk0p30r,2023,,Creative Commons Zero v1.0 Universal cc0-1.0 https://creativecommons.org/publicdomain/zero/1.0/legalcode,IsCitedBy:DOI:10.3310/nihropenres.13371.2,"Background: Up to half of people hospitalised with COVID-19 report diverse and persistent symptoms affecting quality of life for months and sometimes years after discharge (long-COVID). We describe the development of an online group exercise and behavioural support intervention for people who continue to experience such physical and/or emotional health problems more than three months after hospital discharge. Methods: Intervention development was informed by the Medical Research Council framework for complex interventions. Our multidisciplinary team of academics, clinicians, and people with long-COVID, had collective expertise in the development and testing of complex interventions. We integrated a bio-psycho-social model of care drawing on rehabilitation literature for long-term health conditions and experiences from our pre-pilot study. Multiple stakeholder meetings were held to ref..."
RCTC-05226,Landing page / file manifest first,9,direct/open repository client; publication DOI signal; human clinical/health signal; participant/treatment-arm signal; open license signal,yes,no,yes,yes,yes,yes,no,,,"Randomized control trial of SMS for postpartum behaviors and family planning in Kiambu County, Kenya",Dryad,dryad.dryad,10.5061/dryad.866t1g1nw,https://datadryad.org/dataset/doi:10.5061/dryad.866t1g1nw,2020,,Creative Commons Zero v1.0 Universal cc0-1.0 https://creativecommons.org/publicdomain/zero/1.0/legalcode,IsCitedBy:DOI:10.1371/journal.pone.0239213,"Background It is estimated that one third of maternal deaths in Kenya in 2014 could have been prevented by more timely care-seeking. Mobile health interventions are increasingly being recognized as tools for the delivery of health education and promotion. Many maternal deaths occur in the first few weeks after delivery and mothers who are given adequate care in the postpartum period have better health outcomes. Kiambu County, Kenya has a high level of literacy and phone ownership amongst mothers delivering in public hospitals and was chosen as a site for a postpartum short message service intervention. Methods Women were recruited after delivery and randomized to receive a package of mobile messages or standard of care only. Messages covered danger signs, general postpartum topics, and family planning. Endline phone surveys were conducted at 8 weeks postpartum to assess knowledge, car..."
RCTC-01313,Landing page / file manifest first,9,direct/open repository client; publication DOI signal; human clinical/health signal; participant/treatment-arm signal; open license signal,yes,no,yes,yes,yes,yes,no,,,Randomized trial of AKI alerts in hospitalized patients,Dryad,dryad.dryad,10.5061/dryad.4f4qrfj95,https://datadryad.org/dataset/doi:10.5061/dryad.4f4qrfj95,2020,,Creative Commons Zero v1.0 Universal cc0-1.0 https://creativecommons.org/publicdomain/zero/1.0/legalcode,IsCitedBy:DOI:10.3389/fpubh.2022.1031529,"Objective: To determine whether electronic health record (EHR) alerts for Acute Kidney Injury (AKI) would improve patient outcomes of mortality, dialysis and progression of AKI. Design: Double-blinded, multicenter, parallel, randomized, controlled trial of an electronic AKI alert versus usual care (no alert). Participants were electronically identified and randomized via a best practice alert build using simple randomization with allocation concealment. Setting: Six diverse hospitals (four teaching and two non-teaching) ranging from small community hospitals to large tertiary care centers. Participants: 6,030 adult inpatients with AKI, as defined by the Kidney Disease: Improving Global Outcomes (KDIGO) creatinine criteria. Interventions: An EHR-based “pop-up” alert for AKI with an associated AKI order set upon provider opening of the patient’s medical record. Main Outcome Measures: A ..."
RCTC-00887,Landing page / file manifest first,9,direct/open repository client; publication DOI signal; human clinical/health signal; participant/treatment-arm signal; open license signal,yes,no,yes,yes,yes,yes,no,,,Supplemental appendix: Randomised trial of daily high-dose vitamin D3 in RRMS patients receiving sc interferon beta-1a,Dryad,dryad.dryad,10.5061/dryad.c81sr72,https://datadryad.org/dataset/doi:10.5061/dryad.c81sr72,2020,,Creative Commons Zero v1.0 Universal cc0-1.0 https://creativecommons.org/publicdomain/zero/1.0/legalcode,IsCitedBy:DOI:10.1212/wnl.0000000000008445,"Objective In the phase II, randomized, double-blind, placebo-controlled Supplementation of Vigantol Oil versus Placebo Add-on in Patients with Relapsing-Remitting Multiple Sclerosis (RRMS) Receiving Rebif Treatment (SOLAR) study (NCT01285401), we assessed the efficacy and safety of add-on vitamin D3 in patients with RRMS. Methods Eligible patients with RRMS treated with SC interferon-β-1a (IFN-β-1a) 44 μg 3 times weekly and serum 25(OH)D levels <150 nmol/L were included. From February 15, 2011, to May 11, 2015, 229 patients were included and randomized 1:1 to receive SC IFN-β-1a plus placebo (n = 116) or SC IFN-β-1a plus oral high-dose vitamin D3 14,007 IU/d (n = 113). The revised primary outcome was the proportion of patients with no evidence of disease activity (NEDA-3) at week 48. Results At 48 weeks, 36.3% of patients who received high-dose vitamin D3 had NEDA-3, without a statist..."
