candidate_id,deferred_source_status,qualification_decision,review_queue,qualification_score,qualification_reasons,open_reuse_status,publication_status,randomization_status,human_clinical_status,raw_participant_data_signal,tabular_file_signal,participant_signal,treatment_signal,outcome_signal,title,publisher,repository_client,doi,url,publication_year,formats,rights_license_short,related_publications_short,description_short,next_action
RCTC-02800,Defer - missing access/file certainty,not_qualified_before_cleaning,not_qualified_before_cleaning_queue.csv,10,aggregate/table/omics supplementary signal; positive signals: open reuse signal; publication link/DOI signal; randomized-trial signal; human clinical/health signal; participant/patient/subject wording; treatment/group wording; outcome/endpoint wording,pass,pass,pass,pass,no,no,yes,yes,yes,Supplementary Material for: Genomic Investigation of Remission and Relapse of Psychotic Depression Treated with Sertraline Plus Olanzapine: the STOP-PD II Study,Karger Publishers,figshare.ars,10.6084/m9.figshare.22270141.v1,https://karger.figshare.com/articles/dataset/Supplementary_Material_for_Genomic_Investigation_of_Remission_and_Relapse_of_Psychotic_Depression_Treated_with_Sertraline_Plus_Olanzapine_the_STOP-PD_II_Study/22270141/1,2023,,Creative Commons Attribution 4.0 International cc-by-4.0 https://creativecommons.org/licenses/by/4.0/legalcode,IsSupplementTo:DOI:10.1159/000529637,"Introduction: Little is known regarding genetic factors associated with treatment outcome of psychotic depression. We explored genomic associations of remission and relapse of psychotic depression treated with pharmacotherapy. Methods: Genomic analyses were performed in 171 men and women aged 18-85 years with an episode of psychotic depression who participated in the Study of the Pharmacotherapy of Psychotic Depression II (STOP-PD II). Participants were treated with open-label sertraline plus olanzapine for up to 12 weeks; those who achieved remission or near-remission and maintained it following 8 weeks of stabilization were eligible to participate in a 36-week randomized controlled trial that compared sertraline plus olanzapine with sertraline plus placebo in preventing relapse. Results: There were no genome-wide significant associations with either remission or relapse. However, at...",Do not clean unless new source information resolves the disqualifying metadata signal.
RCTC-05256,Defer - missing access/file certainty,not_qualified_before_cleaning,not_qualified_before_cleaning_queue.csv,10,non-data asset/erratum/slides/audio signal; positive signals: open reuse signal; publication link/DOI signal; randomized-trial signal; human clinical/health signal; participant/patient/subject wording; treatment/group wording; outcome/endpoint wording,pass,pass,pass,pass,no,no,yes,yes,yes,Supplementary Material for: MAGIC: Study Design and Rationale for the Phase 2 Clinical Trial of Faricimab for Non-Proliferative Diabetic Retinopathy,Karger Publishers,figshare.ars,10.6084/m9.figshare.31143673,https://karger.figshare.com/articles/dataset/Supplementary_Material_for_MAGIC_Study_Design_and_Rationale_for_the_Phase_2_Clinical_Trial_of_Faricimab_for_Non-Proliferative_Diabetic_Retinopathy/31143673,2026,,Creative Commons Attribution 4.0 International cc-by-4.0 https://creativecommons.org/licenses/by/4.0/legalcode,IsSupplementTo:DOI:10.1159/000550491,"Purpose: Describe the design and rationale of the MAGIC (ClinicalTrials.gov identifier, NCT05681884) trial assessing change in retinal non-perfusion (RNP) among eyes with non-proliferative diabetic retinopathy (NPDR) in sham and treated patients. Design: Phase 2 prospective, randomized, multicenter, open-label, clinical trial. Participants: Adults with NPDR and substantial RNP (> 5 disc areas) on ultra-widefield fluorescein angiography (UWFA) images. Methods: Patients will be randomized (1:1) into 1 of 2 arms: Group 1 receiving intravitreal faricimab 6 mg every 4 weeks (Q4W) and Group 2 being observed Q16W. At 48 weeks, Group 1 will receive faricimab Q16W and Group 2 will initiate faricimab Q4W through the final trial endpoint at year 2. The primary endpoint is change in RNP area through week 48. Secondary endpoints include change in RNP area through week 96; percentage of neovascular...",Do not clean unless new source information resolves the disqualifying metadata signal.
RCTC-05666,Defer - missing access/file certainty,not_qualified_before_cleaning,not_qualified_before_cleaning_queue.csv,10,aggregate/table/omics supplementary signal; positive signals: open reuse signal; publication link/DOI signal; randomized-trial signal; human clinical/health signal; participant/patient/subject wording; treatment/group wording; outcome/endpoint wording,pass,pass,pass,pass,no,no,yes,yes,yes,Supplementary Material for: Medication Intervention for Chronic Kidney Disease Patients Transitioning from Hospital to Home: Study Design and Baseline Characteristics,Karger Publishers,figshare.ars,10.6084/m9.figshare.3511158.v1,https://karger.figshare.com/articles/dataset/Supplementary_Material_for_Medication_Intervention_for_Chronic_Kidney_Disease_Patients_Transitioning_from_Hospital_to_Home_Study_Design_and_Baseline_Characteristics/3511158/1,2016,,Creative Commons Attribution 4.0 International cc-by-4.0 https://creativecommons.org/licenses/by/4.0/legalcode,IsSupplementTo:DOI:10.1159/000447019,"Background: The hospital readmission rate in the population with chronic kidney disease (CKD) is high and strategies to reduce this risk are urgently needed. Methods: The CKD-Medication Intervention Trial (CKD-MIT; www.clinicaltrials.gov; NCTO1459770) is a single-blind (investigators), randomized, clinical trial conducted at Providence Health Care in Spokane, Washington. Study participants are hospitalized patients with CKD stages 3-5 (not treated with kidney replacement therapy) and acute illness. The study intervention is a pharmacist-led, home-based, medication management intervention delivered within 7 days after hospital discharge. The primary outcome is a composite of hospital readmissions and visits to emergency departments and urgent care centers for 90 days following hospital discharge. Secondary outcomes are achievements of guideline-based targets for CKD risk factors and co...",Do not clean unless new source information resolves the disqualifying metadata signal.
RCTC-05975,Defer - missing access/file certainty,not_qualified_before_cleaning,not_qualified_before_cleaning_queue.csv,10,observational/non-randomized/secondary-analysis signal; positive signals: open reuse signal; publication link/DOI signal; randomized-trial signal; human clinical/health signal; participant/patient/subject wording; treatment/group wording; outcome/endpoint wording,pass,pass,pass,pass,no,no,yes,yes,yes,Supplementary Material for: The effect of mind-body intervention on lymphocyte doubling time and treatment free survival in treatment-naïve chronic lymphocytic leukemia patients,Karger Publishers,figshare.ars,10.6084/m9.figshare.25368217.v1,https://karger.figshare.com/articles/dataset/Supplementary_Material_for_The_effect_of_mind-body_intervention_on_lymphocyte_doubling_time_and_treatment_free_survival_in_treatment-na_ve_chronic_lymphocytic_leukemia_patients/25368217/1,2024,,Creative Commons Attribution 4.0 International cc-by-4.0 https://creativecommons.org/licenses/by/4.0/legalcode,IsSupplementTo:DOI:10.1159/000538055,"Introduction: Mind-Body Intervention (MBI) serves as supportive aid in oncology. We hypothesized that MBI could impact the progression of Chronic Lymphocytic Leukemia (CLL) in the 'watch and wait' (w&w) phase. Methods: MBI was utilized in a non-randomized prospective controlled study between 02/2020-02/2022 in 76 treatment-naïve CLL patients in the w&w phase (37 intervention and 39 control patients). The primary and secondary endpoints were prolongation of Lymphocyte Doubling Time (LDT) and treatment-free survival (TFS). The prolongation of LDT was compared at 0, 180, 360, and 540 days using paired t-tests. TFS was compared between intervention and control groups using the log-rank test. Cox proportional hazards models were used to calculate the hazard ratio (HR) and 95% confidence interval (CI) for TFS in the intervention group compared to the control, stratified by the study covaria...",Do not clean unless new source information resolves the disqualifying metadata signal.
RCTC-04439,Defer - missing access/file certainty,not_qualified_before_cleaning,not_qualified_before_cleaning_queue.csv,10,non-data asset/erratum/slides/audio signal; positive signals: open reuse signal; publication link/DOI signal; randomized-trial signal; human clinical/health signal; participant/patient/subject wording; treatment/group wording; outcome/endpoint wording,pass,pass,pass,pass,no,no,yes,yes,yes,Supplementary Material for: Toward Preventing Enamel Hypoplasia: Modeling Maternal and Neonatal Biomarkers of Human Calcium Homeostasis,Karger Publishers,figshare.ars,10.6084/m9.figshare.10076903.v1,https://karger.figshare.com/articles/Supplementary_Material_for_Toward_Preventing_Enamel_Hypoplasia_Modeling_Maternal_and_Neonatal_Biomarkers_of_Human_Calcium_Homeostasis/10076903/1,2019,,Creative Commons Attribution 4.0 International cc-by-4.0 https://creativecommons.org/licenses/by/4.0/legalcode,IsSupplementTo:DOI:10.1159/000502793,"Aim: The aim of this study was to assess biomarkers of calcium homeostasis and tooth development, in mothers during pregnancy and their children at birth, for enamel hypoplasia (EH) in the primary maxillary central incisor teeth. Methods: Bayesian methodology was used for secondary data analyses from a randomized, controlled trial of prenatal vitamin D 3 supplementation in healthy mothers ( N = 350) and a follow-up study of a subset of the children. The biomarkers were serum calcium (Ca), phosphorus (P), intact parathyroid hormone (iPTH), total circulating 25-dihydroxyvitamin D (25(OH)D), and 1,25-dihydroxyvitamin D (1,25(OH) 2 D). The maternal biomarkers were assayed monthly during pregnancy, and the child’s biomarkers were derived from cord blood. Digital images of the child’s 2 teeth were scored for EH using Enamel Defects Index criteria for each of the incisal, middle, and cervica...",Do not clean unless new source information resolves the disqualifying metadata signal.
RCTC-02510,Defer - missing access/file certainty,not_qualified_before_cleaning,not_qualified_before_cleaning_queue.csv,10,non-data asset/erratum/slides/audio signal; positive signals: open reuse signal; publication link/DOI signal; randomized-trial signal; human clinical/health signal; participant/patient/subject wording; treatment/group wording; outcome/endpoint wording,pass,pass,pass,pass,no,no,yes,yes,yes,Supplementary Material for: Use of a Supportive Kidney Care Video Decision Aid in Older Patients: A Randomized Controlled Trial,Karger Publishers,figshare.ars,10.6084/m9.figshare.12800456.v1,https://karger.figshare.com/articles/Supplementary_Material_for_Use_of_a_Supportive_Kidney_Care_Video_Decision_Aid_in_Older_Patients_A_Randomized_Controlled_Trial/12800456/1,2020,,Creative Commons Attribution 4.0 International cc-by-4.0 https://creativecommons.org/licenses/by/4.0/legalcode,IsSupplementTo:DOI:10.1159/000509711,"Background: There are few studies of patient-facing decision aids that include supportive kidney care as an option. We tested the efficacy of a video decision aid on knowledge of supportive kidney care among older patients with advanced CKD. Methods: Participants (age ≥ 65 years with advanced CKD) were randomized to receive verbal or video education. Primary outcome was knowledge of supportive kidney care (score range 0–3). Secondary outcomes included preference for supportive kidney care, and satisfaction and acceptability of the video. Results: Among all participants ( n = 100), knowledge of supportive kidney care increased significantly after receiving education ( p < 0.01); however, there was no difference between study arms ( p = 0.68). There was no difference in preference for supportive kidney care between study arms ( p = 0.49). In adjusted analyses, total health literacy scor...",Do not clean unless new source information resolves the disqualifying metadata signal.
RCTC-00543,Defer - missing access/file certainty,not_qualified_before_cleaning,not_qualified_before_cleaning_queue.csv,10,open license/reuse not clean; positive signals: publication link/DOI signal; randomized-trial signal; human clinical/health signal; raw or participant-level data wording; participant/patient/subject wording; treatment/group wording; outcome/endpoint wording,fail_or_unclear,pass,pass,pass,yes,no,yes,yes,yes,PST-IPV feasibility trial data,King's College London,bl.kcl,10.18742/24047583.v1,https://kcl.figshare.com/articles/dataset/PST-IPV_feasibility_trial_data/24047583/1,2023,,King's Data Access Agreement https://www.kcl.ac.uk/researchsupport/assets/DataAccessAgreement-Description.pdf,IsDocumentedBy:DOI:10.17605/osf.io/762zq | IsSupplementTo:DOI:10.1371/journal.pgph.0002054,"Baseline (n=52) and outcome assessment (n=39) data for participants in a randomised, controlled feasibility trial conducted in rural Ethiopia.Arms were:Problem-solving therapy adapted for women experiencing intimate partner violence (PST-IPV; n=25 - Arm Z)Standard problem-solving therapy (not adapted for IPV; PST: n=12 - Arm X)Enhanced usual care (n=15 - Arm Y).",Do not clean unless new source information resolves the disqualifying metadata signal.
RCTC-06613,Defer - missing access/file certainty,not_qualified_before_cleaning,not_qualified_before_cleaning_queue.csv,10,aggregate/table/omics supplementary signal; positive signals: open reuse signal; publication link/DOI signal; randomized-trial signal; human clinical/health signal; participant/patient/subject wording; treatment/group wording; outcome/endpoint wording,pass,pass,pass,pass,no,no,yes,yes,yes,Effects of High-Intensity Inspiratory Muscle Training Associated with Aerobic Exercise in Patients Undergoing CABG: Randomized Clinical Trial,SciELO journals,figshare.ars,10.6084/m9.figshare.7045778.v1,https://scielo.figshare.com/articles/Effects_of_High-Intensity_Inspiratory_Muscle_Training_Associated_with_Aerobic_Exercise_in_Patients_Undergoing_CABG_Randomized_Clinical_Trial/7045778/1,2018,,Creative Commons Attribution 4.0 International cc-by-4.0 https://creativecommons.org/licenses/by/4.0/legalcode,IsSupplementTo:DOI:10.21470/1678-9741-2018-0053,"Abstract Objective: Evaluate the interaction between high-intensity inspiratory muscle training (IMT) and aerobic exercise on physical capacity, respiratory muscle strength, peripheral muscle strength, and quality of life of patients who underwent coronary artery bypass grafting (CABG). Methods: Twenty-four patients underwent CABG were randomized into two groups. During 36 sessions, one group received IMT associated with aerobic exercise and the other group received only aerobic exercise. Primary outcome was the distance in the six-minute walk distance (6MWD) test. Secondary outcomes included respiratory muscle strength, peripheral muscle strength, and quality of life. Measures were taken at the baseline, at the 12th session, the 24th session, and 36th session. Results: Baseline characteristics were similar between the groups. There was no statistically significant difference between ...",Do not clean unless new source information resolves the disqualifying metadata signal.
RCTC-06449,Defer - missing access/file certainty,not_qualified_before_cleaning,not_qualified_before_cleaning_queue.csv,10,non-data asset/erratum/slides/audio signal; positive signals: open reuse signal; publication link/DOI signal; randomized-trial signal; human clinical/health signal; participant/patient/subject wording; treatment/group wording; outcome/endpoint wording,pass,pass,pass,pass,no,no,yes,yes,yes,Efficacy of audiovisual distraction using eyeglasses during dental care: a randomized clinical trial,SciELO journals,figshare.ars,10.6084/m9.figshare.14287796.v1,https://scielo.figshare.com/articles/dataset/Efficacy_of_audiovisual_distraction_using_eyeglasses_during_dental_care_a_randomized_clinical_trial/14287796/1,2021,,Creative Commons Attribution 4.0 International cc-by-4.0 https://creativecommons.org/licenses/by/4.0/legalcode,IsSupplementTo:DOI:10.1590/1807-3107bor-2021.vol35.0026,"Abstract This randomized parallel-group control trial tested the efficacy of distraction using audiovisual eyeglasses (AVE) during dental procedures [NCT03902158]. Forty-four 6–9 year-old children with low/moderate anxiety and who needed restorative treatment or exodontia of the primary molars were randomly allocated into two groups: the AVE (experimental) and the conventional behavior management techniques (control) groups. Motion sensors were used to measure the participants’ body movements. Dental visits were video recorded, and their pain levels and behavior were assessed using the Faces, Legs, Activity, Cry, and Consolability Behavioral Pain Assessment Scale and the Venham Behavioral Scale, respectively. Anxiety was assessed via heart rate measurements. After treatment, the children scored their pain using the Faces Pain Scale. Mann-Whitney U and chi-square tests were used to com...",Do not clean unless new source information resolves the disqualifying metadata signal.
RCTC-06220,Defer - missing access/file certainty,not_qualified_before_cleaning,not_qualified_before_cleaning_queue.csv,10,non-data asset/erratum/slides/audio signal; positive signals: open reuse signal; publication link/DOI signal; randomized-trial signal; human clinical/health signal; participant/patient/subject wording; treatment/group wording; outcome/endpoint wording,pass,pass,pass,pass,no,no,yes,yes,yes,Evaluation of pain and opioid consumption in local preemptive anesthesia and the erector spine plane block in thoracoscopic surgery: A randomized clinical trial,SciELO journals,figshare.ars,10.6084/m9.figshare.20847325.v1,https://scielo.figshare.com/articles/dataset/Evaluation_of_pain_and_opioid_consumption_in_local_preemptive_anesthesia_and_the_erector_spine_plane_block_in_thoracoscopic_surgery_A_randomized_clinical_trial/20847325/1,2022,,Creative Commons Attribution 4.0 International cc-by-4.0 https://creativecommons.org/licenses/by/4.0/legalcode,IsSupplementTo:DOI:10.1590/0100-6991e-20223291-en,"ABSTRACT Objective: assess pain and opioid consumption in patients undergoing anesthetic techniques of spinal erector plane block and local anesthetic block in video-assisted thoracic surgery in the immediate postoperative period. Methods: ninety-two patients undergoing video assisted thoracic surgery were randomized to receive ESPB or BAL before starting the surgical procedure. Using the numerical verbal scale, the primary outcome assessed was the patient’s pain in the immediate postoperative period (POI). The secondary outcome comprises the assessment of opioid consumption in the IPP by quantifying the medication used in an equianalgesic dose of morphine expressed in milligrams, in the immediate post-anesthetic recovery period, 6h, 12h, and 24h after surgery. Results: the EVN scores in the LBA and ESPB group in the POI had a mean of 0,8 (±1,89) vs 0,58 (±2,02) in the post-anesthesia...",Do not clean unless new source information resolves the disqualifying metadata signal.
RCTC-00774,Defer - missing access/file certainty,not_qualified_before_cleaning,not_qualified_before_cleaning_queue.csv,10,non-data asset/erratum/slides/audio signal; positive signals: open reuse signal; publication link/DOI signal; randomized-trial signal; human clinical/health signal; participant/patient/subject wording; treatment/group wording; outcome/endpoint wording,pass,pass,pass,pass,no,no,yes,yes,yes,Oral midazolam reduces cortisol levels during local anaesthesia in children: a randomised controlled trial,SciELO journals,figshare.ars,10.6084/m9.figshare.6992372.v1,https://scielo.figshare.com/articles/Oral_midazolam_reduces_cortisol_levels_during_local_anaesthesia_in_children_a_randomised_controlled_trial/6992372/1,2018,,Creative Commons Attribution 4.0 International cc-by-4.0 https://creativecommons.org/licenses/by/4.0/legalcode,IsSupplementTo:DOI:10.1590/1807-3107bor-2015.vol29.0125,"Little is known about whether midazolam sedation can reduce salivary cortisol levels and consequently influence children’s behaviour during dental treatment. The aim of this study was to evaluate the effect of midazolam sedation on salivary cortisol and its correlation with children’s behaviour during restorative dental treatment. Eighteen healthy children, aged two to five years, were randomly assigned to two dental treatment appointments, both with physical restraint: oral midazolam 1 mg/kg (MS) and placebo (PS). An observer assessed the children’s behaviour (videos) using the Ohio State University Behavioral Rating Scale (OSUBRS). The children’s saliva was collected just after waking up, on arrival at the dental school, 25 minutes after local anaesthesia, and 25 minutes after the end of the procedure. Salivary cortisol levels were determined using the enzyme-linked immunoabsorbent ...",Do not clean unless new source information resolves the disqualifying metadata signal.
RCTC-06106,Defer - missing access/file certainty,not_qualified_before_cleaning,not_qualified_before_cleaning_queue.csv,10,non-data asset/erratum/slides/audio signal; positive signals: open reuse signal; publication link/DOI signal; randomized-trial signal; human clinical/health signal; participant/patient/subject wording; treatment/group wording; outcome/endpoint wording,pass,pass,pass,pass,no,no,yes,yes,yes,"The effect of early radiofrequency turbinate reduction, intranasal steroid, and antihistamine H-1 on persistent allergic rhinitis: a randomized clinical trial",SciELO journals,figshare.ars,10.6084/m9.figshare.22785481,https://scielo.figshare.com/articles/dataset/The_effect_of_early_radiofrequency_turbinate_reduction_intranasal_steroid_and_antihistamine_H-1_on_persistent_allergic_rhinitis_a_randomized_clinical_trial/22785481,2023,,Creative Commons Attribution 4.0 International cc-by-4.0 https://creativecommons.org/licenses/by/4.0/legalcode,IsSupplementTo:DOI:10.1016/j.bjorl.2022.04.001,"Abstract Objective: We aimed to evaluate the effect of radiofrequency turbinate reduction as an initial treatment on clinical improvement, inflammatory mediators, and remodeling process. Methods: Between July 2018- February 2020, 32 patients with moderate-severe persistent AR were randomly divided into 2 groups. Intervention group received radiofrequency turbinate reduction followed by intranasal steroid and Antihistamine H-1 (AH-1), control group received intranasal steroid and AH-1. Both groups were evaluated for clinical improvement (using visual analogue scale based on total nasal symptoms score, peak nasal inspiratory flow, and turbinate size using imageJ) after 4 and 8 weeks of treatment. Inflammatory mediators (ELISA from nasal secretions was performed to measure ECP, IL-5, and HSP-70) and remodeling markers (nasal biopsy followed by immunohistochemistry examination was perform...",Do not clean unless new source information resolves the disqualifying metadata signal.
RCTC-02976,Defer - missing access/file certainty,not_qualified_before_cleaning,not_qualified_before_cleaning_queue.csv,10,non-data asset/erratum/slides/audio signal; positive signals: open reuse signal; publication link/DOI signal; randomized-trial signal; human clinical/health signal; participant/patient/subject wording; treatment/group wording; outcome/endpoint wording,pass,pass,pass,pass,no,no,yes,yes,yes,Acceptability of virtual restraint fitting to extend the reach of child restraint fitting services: A pilot randomized controlled trial,Taylor & Francis,figshare.ars,10.6084/m9.figshare.27996862.v1,https://tandf.figshare.com/articles/dataset/Acceptability_of_virtual_restraint_fitting_to_extend_the_reach_of_child_restraint_fitting_services_A_pilot_randomized_controlled_trial/27996862/1,2024,,Creative Commons Attribution 4.0 International cc-by-4.0 https://creativecommons.org/licenses/by/4.0/legalcode,IsSupplementTo:DOI:10.1080/15389588.2024.2394966,"Incorrect use of child restraints is a long-standing issue, limiting the protection offered by child restraints in the event of a crash. Child restraint fitting services are a measure to reduce incorrect use but have limited reach and availability to underserved populations. Virtual child restraint fitting services have the potential to increase the reach and availability, but as with any digital intervention, need to be acceptable to users to be effective. The acceptability of such interventions has not been studied before. Using a three-arm randomized controlled trial, this study evaluated the acceptability of: (1) a video with child restraint fitting advice (Control), (2) a traditional in-person child restraint fitting service (In-person), and (3) a virtual child restraint fitting service (Virtual). Additionally, the effectiveness in reducing incorrect use was evaluated. There was ...",Do not clean unless new source information resolves the disqualifying metadata signal.
RCTC-01797,Defer - missing access/file certainty,not_qualified_before_cleaning,not_qualified_before_cleaning_queue.csv,10,non-data asset/erratum/slides/audio signal; positive signals: open reuse signal; publication link/DOI signal; randomized-trial signal; human clinical/health signal; participant/patient/subject wording; treatment/group wording; outcome/endpoint wording,pass,pass,pass,pass,no,no,yes,yes,yes,An assessor-blinded randomized controlled trial comparing a tele-rehabilitation program with wearable technology to conventional face-to-face physiotherapy in patients with knee osteoarthritis,Taylor & Francis,figshare.ars,10.6084/m9.figshare.31385900.v1,https://tandf.figshare.com/articles/dataset/An_assessor-blinded_randomized_controlled_trial_comparing_a_tele-rehabilitation_program_with_wearable_technology_to_conventional_face-to-face_physiotherapy_in_patients_with_knee_osteoarthritis/31385900/1,2026,,Creative Commons Attribution 4.0 International cc-by-4.0 https://creativecommons.org/licenses/by/4.0/legalcode,IsSupplementTo:DOI:10.1080/09593985.2026.2635044,"Access to face-to-face physiotherapy for knee osteoarthritis (OA) is often limited by logistical barriers. This study compared a tele-rehabilitation program integrating video-conferencing and wearable motion sensors with conventional physiotherapy. Thirty-five participants with radiographic knee OA (Kellgren – Lawrence grades II – III) were randomized to a tele-rehabilitation group used a wearable sensor ( n = 16) or conventional group ( n = 19) attended face-to-face sessions. Both groups underwent a 12-week exercise program. Both groups improved significantly over time in Numeric Pain Rating Scale score (end-intervention: B = -1.05, p = .003, 3-month follow-up: B = -1.15, p = .001, and 6-month follow-up: B = -0.97, p = .015), Patient-Specific Functional Scale score (end-intervention: B = 1.37, p .192). Tele-rehabilitation supported by wearable technology achieved outcomes comparable ...",Do not clean unless new source information resolves the disqualifying metadata signal.
RCTC-01972,Defer - missing access/file certainty,not_qualified_before_cleaning,not_qualified_before_cleaning_queue.csv,10,non-data asset/erratum/slides/audio signal; positive signals: open reuse signal; publication link/DOI signal; randomized-trial signal; human clinical/health signal; participant/patient/subject wording; treatment/group wording; outcome/endpoint wording,pass,pass,pass,pass,no,no,yes,yes,yes,Customized protective palatal obturator for intubation in newborns in cleft lip surgery: a randomized controlled trial,Taylor & Francis,figshare.ars,10.6084/m9.figshare.30179022,https://tandf.figshare.com/articles/dataset/Customized_protective_palatal_obturator_for_intubation_in_newborns_in_cleft_lip_surgery_a_randomized_controlled_trial/30179022,2025,,Creative Commons Attribution 4.0 International cc-by-4.0 https://creativecommons.org/licenses/by/4.0/legalcode,IsSupplementTo:DOI:10.1080/07853890.2025.2561802,"Orofacial clefts are common congenital malformations, affecting both facial aesthetics and function. Intubation in newborns with cleft lip and palate is challenging and carries a high risk of oral tissue damage. This study investigates the use of a customized protective palatal obturator (CPPO) to improve intubation safety and reduce tissue injury during cleft lip surgery. A single-center, randomized neonatal sub-study was conducted, including 55 newborns who underwent cleft lip surgery. Patients were randomized into an intervention group (CPPO use) and a control group (standard intubation without CPPO). The primary aim was to evaluate the degree of oral tissue injury during intubation, its severity, and location, in both groups, secondary aims included laryngoscopy image during intubation (modified Cormack-Lehane scoring system), intubation time, and attempts, number of intubations a...",Do not clean unless new source information resolves the disqualifying metadata signal.
RCTC-03813,Defer - missing access/file certainty,not_qualified_before_cleaning,not_qualified_before_cleaning_queue.csv,10,observational/non-randomized/secondary-analysis signal; positive signals: open reuse signal; publication link/DOI signal; randomized-trial signal; human clinical/health signal; participant/patient/subject wording; treatment/group wording; outcome/endpoint wording,pass,pass,pass,pass,no,no,yes,yes,yes,"Effect of patient-reported outcomes as a dialogue-based tool in cancer consultations on patient self-management and health-related quality of life: a clinical, controlled trial",Taylor & Francis,figshare.ars,10.6084/m9.figshare.15183250.v1,https://tandf.figshare.com/articles/dataset/Effect_of_patient-reported_outcomes_as_a_dialogue-based_tool_in_cancer_consultations_on_patient_self-management_and_health-related_quality_of_life_a_clinical_controlled_trial/15183250/1,2021,,Creative Commons Attribution 4.0 International cc-by-4.0 https://creativecommons.org/licenses/by/4.0/legalcode,IsSupplementTo:DOI:10.1080/0284186x.2021.1962972,"With increased survival among patients with metastatic melanoma and limited time with health care providers, patients are expected to assume a more active role in managing their treatment and care. Activated patients have the knowledge, skills, and confidence to make effective solutions to self-manage health. The use of patient-reported outcomes (PRO) could have the potential to enhance patient activation. However, PRO-based interventions that facilitate an activation in patients with metastatic melanoma are lacking and warranted. In this prospective non-randomized controlled, clinical trial, patients with metastatic melanoma were assigned to either the intervention (systematic feedback and discussion of PRO during consultation) given at one hospital or the control group (treatment as usual) if they received treatment from two other hospitals in Denmark. The primary outcome was the pa...",Do not clean unless new source information resolves the disqualifying metadata signal.
RCTC-01974,Defer - missing access/file certainty,not_qualified_before_cleaning,not_qualified_before_cleaning_queue.csv,10,non-data asset/erratum/slides/audio signal; positive signals: open reuse signal; publication link/DOI signal; randomized-trial signal; human clinical/health signal; participant/patient/subject wording; treatment/group wording; outcome/endpoint wording,pass,pass,pass,pass,no,no,yes,yes,yes,Effect of press needle stimulation on postoperative pulmonary complications in video-assisted thoracoscopic surgery patients: a randomized controlled trial,Taylor & Francis,figshare.ars,10.6084/m9.figshare.30132047,https://tandf.figshare.com/articles/dataset/Effect_of_press_needle_stimulation_on_postoperative_pulmonary_complications_in_video-assisted_thoracoscopic_surgery_patients_a_randomized_controlled_trial/30132047,2025,,Creative Commons Attribution 4.0 International cc-by-4.0 https://creativecommons.org/licenses/by/4.0/legalcode,IsSupplementTo:DOI:10.1080/07853890.2025.2560684,"Patients undergoing high-risk surgical procedures frequently experience postoperative pulmonary complications (PPCs) that impact outcomes. Acupuncture has demonstrated potential benefits during surgery. Press needle stimulation is increasingly recognized as an alternative to conventional techniques. We aimed to evaluate the effect of press needle stimulation on PPCs in patients with lung cancer undergoing video-assisted thoracoscopic surgery. Eighty-seven patients undergoing video-assisted thoracoscopic surgery were randomized into press needle ( n = 48) or sham needle ( n = 39) groups. The press needle group underwent bilateral stimulation of acupoints LU9 (Taiyuan), RN17 (Danzhong), LU6 (Kongzui), and BL13 (Feishu) before anesthesia and during surgery. The sham group received a placebo stimulation. The primary endpoint was the incidence of PPCs within seven days post-surgery. The se...",Do not clean unless new source information resolves the disqualifying metadata signal.
RCTC-03512,Defer - missing access/file certainty,not_qualified_before_cleaning,not_qualified_before_cleaning_queue.csv,10,aggregate/table/omics supplementary signal; positive signals: open reuse signal; publication link/DOI signal; randomized-trial signal; human clinical/health signal; participant/patient/subject wording; treatment/group wording; outcome/endpoint wording,pass,pass,pass,pass,no,no,yes,yes,yes,Effects of Maternal Vitamin D 3 Supplementation on Offspring Epigenetic Clock of Gestational Age at Birth: A Post-hoc Analysis of a Randomized Controlled Trial,Taylor & Francis,figshare.ars,10.6084/m9.figshare.11887854.v1,https://tandf.figshare.com/articles/dataset/Effects_of_Maternal_Vitamin_D_sub_3_sub_Supplementation_on_Offspring_Epigenetic_Clock_of_Gestational_Age_at_Birth_A_Post-hoc_Analysis_of_a_Randomized_Controlled_Trial/11887854/1,2020,,Creative Commons Attribution 4.0 International cc-by-4.0 https://creativecommons.org/licenses/by/4.0/legalcode,IsSupplementTo:DOI:10.1080/15592294.2020.1734148,"Vitamin D could be beneficial for healthy ageing in humans. We previously found that vitamin D supplementation may slow down epigenetic ageing in young African American adults. We tested new epigenetic clocks developed for neonates among a multiethnic population, and tested the hypothesis that maternal vitamin D supplementation would slow down the epigenetic gestational age acceleration (GAA) in newborn babies. Ninety-two pregnant women (aged 29.6 ± 4.8 y; 21% African Americans, 28% Hispanics) were randomized to receive 4000 IU/day vitamin D 3 or placebo, plus prenatal vitamins containing 400 IU vitamin D 3 during pregnancy in a randomized controlled trial (RCT). Cord blood genome-wide methylation analysis was performed on the Illumina Infinium MethylationEPIC Beadchip. DNA methylation gestational age was calculated based on two calculations developed by Knight and Bohlin. DNA methyla...",Do not clean unless new source information resolves the disqualifying metadata signal.
