candidate_id,deferred_source_status,qualification_decision,review_queue,qualification_score,qualification_reasons,open_reuse_status,publication_status,randomization_status,human_clinical_status,raw_participant_data_signal,tabular_file_signal,participant_signal,treatment_signal,outcome_signal,title,publisher,repository_client,doi,url,publication_year,formats,rights_license_short,related_publications_short,description_short,next_action
RCTC-01868,Defer - missing access/file certainty,access_or_file_uncertain_defer,access_or_file_uncertain_queue.csv,15,positive signals: open reuse signal; publication link/DOI signal; randomized-trial signal; human clinical/health signal; participant/patient/subject wording; treatment/group wording; outcome/endpoint wording; publisher supplement requires file-level confirmation,pass,pass,pass,pass,no,no,yes,yes,yes,Supplementary Material for: PATIENT-REPORTED OUTCOMES AFTER SURGERY FOR PROLIFERATIVE VITREORETINOPATHY: POST HOC ANALYSIS OF A RANDOMIZED CONTROLLED TRIAL,Karger Publishers,figshare.ars,10.6084/m9.figshare.31181608.v1,https://karger.figshare.com/articles/dataset/Supplementary_Material_for_PATIENT-REPORTED_OUTCOMES_AFTER_SURGERY_FOR_PROLIFERATIVE_VITREORETINOPATHY_POST_HOC_ANALYSIS_OF_A_RANDOMIZED_CONTROLLED_TRIAL/31181608/1,2026,,Creative Commons Attribution 4.0 International cc-by-4.0 https://creativecommons.org/licenses/by/4.0/legalcode,IsSupplementTo:DOI:10.1159/000550679,"Introduction Proliferative vitreoretinopathy (PVR) is the leading cause of surgical failure in rhegmatogenous retinal detachment (RRD) and is associated with poor visual prognosis. We aimed to report changes in VFQ-25 and SF-36 tests following surgery for PVR-RRD and identify clinical and demographic factors associated with recovery. Methods This is a post-hoc analysis of a phase IIIb randomised, participant-masked clinical trial evaluating slow-release dexamethasone in PVR-RRD. Patients underwent pars plana vitrectomy with silicone oil tamponade. Vision-related QOL was assessed using VFQ-25, and SF-36 test, at baseline, 6 months, and 12 months postoperatively. VFQ-25 subscales and SF-36 domains were analysed descriptively and with non-parametric paired tests; associations with best-corrected visual acuity (BCVA, logMAR) and other variables were assessed using Spearman correlation and...",Keep deferred until a source-specific official download route or file manifest is identified.
RCTC-04456,Defer - missing access/file certainty,access_or_file_uncertain_defer,access_or_file_uncertain_queue.csv,15,positive signals: open reuse signal; publication link/DOI signal; randomized-trial signal; human clinical/health signal; participant/patient/subject wording; treatment/group wording; outcome/endpoint wording; publisher supplement requires file-level confirmation,pass,pass,pass,pass,no,no,yes,yes,yes,Supplementary Material for: Patient-Centered Placement Matching of Alcohol-Dependent Patients Based on a Standardized Intake Assessment: Primary Outcomes of an Exploratory Randomized Controlled Trial,Karger Publishers,figshare.ars,10.6084/m9.figshare.11871315.v1,https://karger.figshare.com/articles/Supplementary_Material_for_Patient-Centered_Placement_Matching_of_Alcohol-Dependent_Patients_Based_on_a_Standardized_Intake_Assessment_Primary_Outcomes_of_an_Exploratory_Randomized_Controlled_Trial/11871315/1,2020,,Creative Commons Attribution 4.0 International cc-by-4.0 https://creativecommons.org/licenses/by/4.0/legalcode,IsSupplementTo:DOI:10.1159/000505913,"Background: Placement matching guidelines are promising means to optimize patient-centered care and to match patients’ treatment needs. Despite considerable research regarding placement matching approaches to optimize alcohol abuse treatment, findings are inconclusive. Objectives: To investigate whether the use of patient-centered placement matching (PCPM) guidelines is more effective in reducing heavy drinking and costs 6 months after discharge from an inpatient alcohol withdrawal treatment compared to usual referral to aftercare. Secondary aims were to investigate whether age, gender, trial site or level of care (LOC) are moderators of efficacy and whether patients who were actually referred to the recommended LOC had better treatment outcomes compared to patients who were treated under- or overmatched. Methods: Design . Exploratory randomized controlled trial with measurements duri...",Keep deferred until a source-specific official download route or file manifest is identified.
RCTC-06320,Defer - missing access/file certainty,access_or_file_uncertain_defer,access_or_file_uncertain_queue.csv,15,positive signals: open reuse signal; publication link/DOI signal; randomized-trial signal; human clinical/health signal; participant/patient/subject wording; treatment/group wording; outcome/endpoint wording; publisher supplement requires file-level confirmation,pass,pass,pass,pass,no,no,yes,yes,yes,Supplementary Material for: Patient-Ventilator Synchrony in Extremely Premature Neonates during Non-Invasive Neurally Adjusted Ventilatory Assist or Synchronized Intermittent Positive Airway Pressure: A Randomized Crossover Pilot Trial,Karger Publishers,figshare.ars,10.6084/m9.figshare.19697194.v1,https://karger.figshare.com/articles/dataset/Supplementary_Material_for_Patient-Ventilator_Synchrony_in_Extremely_Premature_Neonates_during_Non-Invasive_Neurally_Adjusted_Ventilatory_Assist_or_Synchronized_Intermittent_Positive_Airway_Pressure_A_Randomized_Crossover_Pilot_Trial/19697194/1,2022,,Creative Commons Attribution 4.0 International cc-by-4.0 https://creativecommons.org/licenses/by/4.0/legalcode,IsSupplementTo:DOI:10.1159/000524327,"Introduction: Synchronization of non-invasive ventilation is challenging in extremely premature infants. We compared patient-ventilator synchrony between non-invasive neurally adjusted ventilatory assist (NIV-NAVA) using transdiaphragmatic (Edi) catheter and synchronized intermittent positive airway pressure (SiPAP) using an abdominal trigger. Methods: This study was a monocentric, randomized, crossover trial in premature infants born before 28 weeks of gestation, aged 3 days or more, and below 32 weeks postmenstrual age. NIV-NAVA and SiPAP were applied in a random order for 2 h with analysis of data from the second hour. The primary outcome was the asynchrony index. Results: Fourteen patients were included (median [IQR] gestational age at birth 25.6 (25.3–26.4) weeks, median [IQR] birth weight 755 [680–824] g, median [IQR] postnatal age 26.5 [19.8–33.8] days). The median (IQR) asynch...",Keep deferred until a source-specific official download route or file manifest is identified.
RCTC-05658,Defer - missing access/file certainty,access_or_file_uncertain_defer,access_or_file_uncertain_queue.csv,15,positive signals: open reuse signal; publication link/DOI signal; randomized-trial signal; human clinical/health signal; participant/patient/subject wording; treatment/group wording; outcome/endpoint wording; publisher supplement requires file-level confirmation,pass,pass,pass,pass,no,no,yes,yes,yes,Supplementary Material for: Patiromer-Facilitated Renin–Angiotensin–Aldosterone System Inhibitor Utilization in Patients With Heart Failure With or Without Comorbid Chronic Kidney Disease: Subgroup Analysis of DIAMOND Randomized Trial,Karger Publishers,figshare.ars,10.6084/m9.figshare.26764030.v1,https://karger.figshare.com/articles/dataset/Supplementary_Material_for_Patiromer-Facilitated_Renin_Angiotensin_Aldosterone_System_Inhibitor_Utilization_in_Patients_With_Heart_Failure_With_or_Without_Comorbid_Chronic_Kidney_Disease_Subgroup_Analysis_of_DIAMOND_Randomized_Trial/26764030/1,2024,,Creative Commons Attribution 4.0 International cc-by-4.0 https://creativecommons.org/licenses/by/4.0/legalcode,IsSupplementTo:DOI:10.1159/000540453,"Introduction: Renin–angiotensin–aldosterone system inhibitor (RAASis; including mineralocorticoid receptor antagonists [MRAs]) benefits are greatest in patients with heart failure with reduced ejection fraction (HFrEF) and chronic kidney disease (CKD); however, the risk of hyperkalemia (HK) is high. Methods: The DIAMOND trial (NCT03888066) assessed the ability of patiromer to control serum potassium (sK+) in patients with HFrEF with/without CKD. Prior to randomization (double-blind withdrawal, 1:1), patients on patiromer had to achieve ≥50% recommended doses of RAASi and 50 mg/day of MRA with normokalemia during a run-in period. The present analysis assessed the effect of baseline estimated glomerular filtration rate (eGFR) in subgroups of ≥/<60, ≥/<45 (prespecified), and ≥/<30 mL/min/1.73 m2 (added post hoc). Results: In total, 81.3%, 78.9%, and 81.1% of patients with eGFR <60, <45, ...",Keep deferred until a source-specific official download route or file manifest is identified.
RCTC-01389,Defer - missing access/file certainty,access_or_file_uncertain_defer,access_or_file_uncertain_queue.csv,15,positive signals: open reuse signal; publication link/DOI signal; randomized-trial signal; human clinical/health signal; participant/patient/subject wording; treatment/group wording; outcome/endpoint wording; publisher supplement requires file-level confirmation,pass,pass,pass,pass,no,no,yes,yes,yes,Supplementary Material for: PlAcebo versus erector spINae pLane block for mEdical thoracoScopy Study (PAINLESS),Karger Publishers,figshare.ars,10.6084/m9.figshare.31840264,https://karger.figshare.com/articles/dataset/Supplementary_Material_for_PlAcebo_versus_erector_spINae_pLane_block_for_mEdical_thoracoScopy_Study_PAINLESS_/31840264,2026,,Creative Commons Attribution 4.0 International cc-by-4.0 https://creativecommons.org/licenses/by/4.0/legalcode,IsSupplementTo:DOI:10.1159/000551642,"Background: Post-procedural pain is the most common complication following medical thoracoscopy (MT), and can lead to increased morbidity, delayed recovery and decreased patient satisfaction. Effective pain management is essential to optimize patient recovery. This study evaluates the efficacy of the Erector Spinae Plane Block (ESPB) with bupivacaine for pain reduction after MT. Methods: This prospective, triple-blind, randomized controlled trial was conducted at a single center. Patients undergoing MT for pleural biopsy without pleurodesis were randomized to receive either ESPB with bupivacaine or placebo. The primary outcome was post-procedure pain, measured using Visual Analog Scale (VAS). Secondary outcomes included numerical pain scores post procedure and at 24 hours follow up, analgesic needs, and quality of recovery post-procedure and at 24 hours follow-up. Results: At the time...",Keep deferred until a source-specific official download route or file manifest is identified.
RCTC-02770,Defer - missing access/file certainty,access_or_file_uncertain_defer,access_or_file_uncertain_queue.csv,15,positive signals: open reuse signal; publication link/DOI signal; randomized-trial signal; human clinical/health signal; participant/patient/subject wording; treatment/group wording; outcome/endpoint wording; publisher supplement requires file-level confirmation,pass,pass,pass,pass,no,no,yes,yes,yes,"Supplementary Material for: Prespecified Homeopathic Medicines in the Prevention of Confirmed and Suspected cases of COVID-19: A Community-based, Double-blind, Randomized, Placebo-Controlled Prophylaxis Trial",Karger Publishers,figshare.ars,10.6084/m9.figshare.25103714.v1,https://karger.figshare.com/articles/dataset/Supplementary_Material_for_Prespecified_Homeopathic_Medicines_in_the_Prevention_of_Confirmed_and_Suspected_cases_of_COVID-19_A_Community-based_Double-blind_Randomized_Placebo-Controlled_Prophylaxis_Trial/25103714/1,2024,,Creative Commons Attribution 4.0 International cc-by-4.0 https://creativecommons.org/licenses/by/4.0/legalcode,IsSupplementTo:DOI:10.1159/000536395,"Introduction: Homeopathic medicines have been used for decades in the prevention and treatment of infectious diseases. However, the preventive efficacy of specific homeopathic medicines in COVID-19 is not well characterised. This study aimed to evaluate the comparative efficacy of prespecified homeopathic medicines in preventing COVID-19. Methods: A community-based, double-blind, randomized, placebo-controlled trial was conducted on 4,034 participants residing in Ward no. 27 of the Howrah Municipal Corporation in India. Participants were randomized to receive one of three prespecified homeopathic medicines (Influenzinum 30C, Arsenicum album 30C, Anas barbariae hepatis et cordis extractum 200K (Oscillococcinum®) or placebo. The outcomes were the incidence of laboratory-confirmed and suspected cases of COVID-19 during a follow-up period of one month. Results: During the follow-up period...",Keep deferred until a source-specific official download route or file manifest is identified.
RCTC-00832,Defer - missing access/file certainty,access_or_file_uncertain_defer,access_or_file_uncertain_queue.csv,15,positive signals: open reuse signal; publication link/DOI signal; randomized-trial signal; human clinical/health signal; participant/patient/subject wording; treatment/group wording; outcome/endpoint wording; publisher supplement requires file-level confirmation,pass,pass,pass,pass,no,no,yes,yes,yes,Supplementary Material for: Prolonged low-dose paracetamol prophylaxis accelerates ductal closure in extremely preterm neonates: a randomised trial,Karger Publishers,figshare.ars,10.6084/m9.figshare.32284842,https://karger.figshare.com/articles/dataset/Supplementary_Material_for_Prolonged_low-dose_paracetamol_prophylaxis_accelerates_ductal_closure_in_extremely_preterm_neonates_a_randomised_trial/32284842,2026,,Creative Commons Attribution 4.0 International cc-by-4.0 https://creativecommons.org/licenses/by/4.0/legalcode,IsSupplementTo:DOI:10.1159/000552204,"Introduction: Patent ductus arteriosus (PDA) is associated with increased morbidities and mortality in extremely preterm infants. The biological effect of acetaminophen on the closure of ductus has been shown; however, the effective and safe dosage for early treatment of the most preterm infants remains unknown. Methods: In a single-centre, randomised, controlled, double-blind, phase II pilot trial, extremely low gestational age (ELGA, <28 wk) and/or birth weight (<1000g) infants were randomized to intravenous paracetamol or 0.45% saline-placebo. The treatment started before 96 hours age, with loading dose of 20mg/kg and maintenance of 7.5mg/kg every six hours for nine days. Ductal patency was assessed prior to trial initiation and monitored daily, using cardiac ultrasound. Primary outcome was the duration of ductal closure. Secondary outcomes included ductal closure rates, treatment ...",Keep deferred until a source-specific official download route or file manifest is identified.
RCTC-06499,Defer - missing access/file certainty,access_or_file_uncertain_defer,access_or_file_uncertain_queue.csv,15,positive signals: open reuse signal; publication link/DOI signal; randomized-trial signal; human clinical/health signal; participant/patient/subject wording; treatment/group wording; outcome/endpoint wording; publisher supplement requires file-level confirmation,pass,pass,pass,pass,no,no,yes,yes,yes,Supplementary Material for: Prophylactic Topical Treatment for EGFR Inhibitor-Induced Papulopustular Rash: A Randomized Clinical Trial,Karger Publishers,figshare.ars,10.6084/m9.figshare.13502529.v1,https://karger.figshare.com/articles/dataset/Supplementary_Material_for_Prophylactic_Topical_Treatment_for_EGFR_Inhibitor-Induced_Papulopustular_Rash_A_Randomized_Clinical_Trial/13502529/1,2020,,Creative Commons Attribution 4.0 International cc-by-4.0 https://creativecommons.org/licenses/by/4.0/legalcode,IsSupplementTo:DOI:10.1159/000511869,"Background: The incidence of epidermal growth factor receptor inhibitor (EGFRI)-induced papulopustular rash is 60–85%. Objective: To investigate prophylactic topical treatment for EGFRI-induced rash. Methods: A single-center, randomized, double-blind, placebo-controlled trial. Adult cancer patients initiating treatment with EGFRIs were randomized to receive facial topical treatment with chloramphenicol 3% + prednisolone 0.5% (CHL-PRED) ointment, chloramphenicol 3% (CHL) ointment, or aqua cream (AQUA). The primary end points were the incidence of ≥grade 3 rash using the Common Terminology Criteria for Adverse Events (CTCAE), on days 14 and 30. A subanalysis was conducted for incidence of a protocol-specified significant rash, defined as ≥10 facial papulopustular lesions. Results: The per-protocol analysis on day 14 included 69 patients, who received CHL-PRED (21), CHL (23), or AQUA (25...",Keep deferred until a source-specific official download route or file manifest is identified.
RCTC-02729,Defer - missing access/file certainty,access_or_file_uncertain_defer,access_or_file_uncertain_queue.csv,15,positive signals: open reuse signal; publication link/DOI signal; randomized-trial signal; human clinical/health signal; participant/patient/subject wording; treatment/group wording; outcome/endpoint wording; publisher supplement requires file-level confirmation,pass,pass,pass,pass,no,no,yes,yes,yes,Supplementary Material for: Psychological Treatment of Comorbid Insomnia and Depression: A Double-Blind Randomized Placebo-Controlled Trial,Karger Publishers,figshare.ars,10.6084/m9.figshare.25102940.v1,https://karger.figshare.com/articles/dataset/Supplementary_Material_for_Psychological_Treatment_of_Comorbid_Insomnia_and_Depression_A_Double-Blind_Randomized_Placebo-Controlled_Trial/25102940/1,2024,,Creative Commons Attribution 4.0 International cc-by-4.0 https://creativecommons.org/licenses/by/4.0/legalcode,IsSupplementTo:DOI:10.1159/000536063,"Introduction: Insomnia and depression are highly prevalent disorders and commonly occur together. Cognitive behavioral therapy for insomnia, CBT-I, has been shown to be effective in treating insomnia and also comorbid depression. However, it is unclear whether effects of CBT-I on depression are specific or nonspecific. Also, depressive symptoms often remain too high after CBT-I, indicating a need for improved treatments. The objective was to determine whether combining CBT-I with CBT for depression, without increasing treatment length, reduces both insomnia and depression more than CBT for depression with a placebo insomnia intervention. Methods: A 12-week double-blind randomized controlled trial with a 6-month follow-up in a psychiatric setting using therapist-guided internet-delivered treatments was conducted. Patients ( N = 126) were diagnosed with insomnia disorder and major depre...",Keep deferred until a source-specific official download route or file manifest is identified.
RCTC-04368,Defer - missing access/file certainty,access_or_file_uncertain_defer,access_or_file_uncertain_queue.csv,15,positive signals: open reuse signal; publication link/DOI signal; randomized-trial signal; human clinical/health signal; participant/patient/subject wording; treatment/group wording; outcome/endpoint wording; publisher supplement requires file-level confirmation,pass,pass,pass,pass,no,no,yes,yes,yes,Supplementary Material for: Psychotic Symptoms and Attitudes toward Medication Mediate the Effect of Insight on Personal-Social Functions in Patients with Schizophrenia: One-Year Randomized Controlled Trial and Follow-Up,Karger Publishers,figshare.ars,10.6084/m9.figshare.5886445.v1,https://karger.figshare.com/articles/Supplementary_Material_for_Psychotic_Symptoms_and_Attitudes_toward_Medication_Mediate_the_Effect_of_Insight_on_Personal-Social_Functions_in_Patients_with_Schizophrenia_One-Year_Randomized_Controlled_Trial_and_Follow-Up/5886445/1,2018,,Creative Commons Attribution 4.0 International cc-by-4.0 https://creativecommons.org/licenses/by/4.0/legalcode,IsSupplementTo:DOI:10.1159/000486558,"Aims: This study aimed to investigate the mediating pathway of 3 factors (psychotic symptoms, attitude toward medication, and cognitive processing speed) on the effect of insight on personal-social functioning in patients with schizophrenia. Methods: Chinese inpatients with schizophrenia ( n = 168; mean age 18 ± 50 years) diagnosed according to the DSM-IV were randomly assigned to treatment with antipsychotic medication alone or combined treatment. Positive and Negative Syndrome Scale (PANSS), Drug Attitude Inventory (DAI), Assessment of Insight (SAI), and Social-Personal Performance Scale (PSPS) scores were evaluated at baseline and at 3, 6, and 12 months. Cognitive function was assessed at baseline. Multiple mediation analyses were conducted with baseline data, end point data, and changes-in-scale scores between baseline and the end point, respectively. Results: At baseline and at 1...",Keep deferred until a source-specific official download route or file manifest is identified.
RCTC-00798,Defer - missing access/file certainty,access_or_file_uncertain_defer,access_or_file_uncertain_queue.csv,15,positive signals: open reuse signal; publication link/DOI signal; randomized-trial signal; human clinical/health signal; participant/patient/subject wording; treatment/group wording; outcome/endpoint wording; publisher supplement requires file-level confirmation,pass,pass,pass,pass,no,no,yes,yes,yes,Supplementary Material for: Randomised Controlled Trial Evaluating Active versus Passive Waiting for Speech-Language Pathology,Karger Publishers,figshare.ars,10.6084/m9.figshare.12763607.v1,https://karger.figshare.com/articles/Supplementary_Material_for_Randomised_Controlled_Trial_Evaluating_Active_versus_Passive_Waiting_for_Speech-Language_Pathology/12763607/1,2020,,Creative Commons Attribution 4.0 International cc-by-4.0 https://creativecommons.org/licenses/by/4.0/legalcode,IsSupplementTo:DOI:10.1159/000508830,"Introduction: High demand for speech-language pathology means children sometimes wait over 12 months for services, missing out on timely support. Waiting can be a time of stress, concern, and powerlessness for caregivers. Provision of information via a website may support families and encourage active waiting. Objective: The aim of this study was to compare children’s speech, intelligibility, language, and literacy outcomes, and caregivers’ satisfaction and empowerment in active versus passive waiting conditions. Methods: Ninety-seven preschool-aged children referred to a community health speech-language pathology service in Australia were screened for eligibility. Eligible children ( n = 42) with speech/language difficulties were randomly allocated to: (a) active waiting (provision of a purpose-built website; n = 20), or (b) passive waiting (control group; n = 22). Pre- and post-asse...",Keep deferred until a source-specific official download route or file manifest is identified.
RCTC-04428,Defer - missing access/file certainty,access_or_file_uncertain_defer,access_or_file_uncertain_queue.csv,15,positive signals: open reuse signal; publication link/DOI signal; randomized-trial signal; human clinical/health signal; participant/patient/subject wording; treatment/group wording; outcome/endpoint wording; publisher supplement requires file-level confirmation,pass,pass,pass,pass,no,no,yes,yes,yes,Supplementary Material for: Randomized Controlled Trial on the Effects of Morning versus Evening Primary Vaccination on Episodes of Hypoxemia and Bradycardia in Very Preterm Infants,Karger Publishers,figshare.ars,10.6084/m9.figshare.9355382.v1,https://karger.figshare.com/articles/Supplementary_Material_for_Randomized_Controlled_Trial_on_the_Effects_of_Morning_versus_Evening_Primary_Vaccination_on_Episodes_of_Hypoxemia_and_Bradycardia_in_Very_Preterm_Infants/9355382/1,2019,,Creative Commons Attribution 4.0 International cc-by-4.0 https://creativecommons.org/licenses/by/4.0/legalcode,IsSupplementTo:DOI:10.1159/000501338,"Background: Hypoxemia and bradycardia occur frequently in preterm infants, but are incompletely understood. They are more prevalent during infections and following immunization. Data on adults suggested an increased immune response if subjects slept following vaccination, suggesting an interaction between circadian rhythm and the immune system. Whether this holds true for preterm infants with their less well-established circadian rhythm is unclear. Objective: Do infants born at 26–30 weeks’ gestation and having received their first routine hexavalent vaccination in the morning have a lower cardiorespiratory event rate (CER) after vaccination than those receiving it in the evening? Methods: Twenty-six infants were randomized to an evening versus morning vaccination group in a pilot and main study with 10 and 16 participants, respectively. Pulse oximeter saturation, actigraphy, and rect...",Keep deferred until a source-specific official download route or file manifest is identified.
RCTC-02707,Defer - missing access/file certainty,access_or_file_uncertain_defer,access_or_file_uncertain_queue.csv,15,positive signals: open reuse signal; publication link/DOI signal; randomized-trial signal; human clinical/health signal; participant/patient/subject wording; treatment/group wording; outcome/endpoint wording; publisher supplement requires file-level confirmation,pass,pass,pass,pass,no,no,yes,yes,yes,"Supplementary Material for: Randomized Trial Comparing Proactive, High-Dose versus Reactive, Low-Dose Intravenous Iron Supplementation in Hemodialysis (PIVOTAL): Study Design and Baseline Data",Karger Publishers,figshare.ars,10.6084/m9.figshare.7188878.v1,https://karger.figshare.com/articles/Supplementary_Material_for_Randomized_Trial_Comparing_Proactive_High-Dose_versus_Reactive_Low-Dose_Intravenous_Iron_Supplementation_in_Hemodialysis_PIVOTAL_Study_Design_and_Baseline_Data/7188878/1,2018,,Creative Commons Attribution 4.0 International cc-by-4.0 https://creativecommons.org/licenses/by/4.0/legalcode,IsSupplementTo:DOI:10.1159/000493551,"Background: Intravenous (IV) iron supplementation is a standard maintenance treatment for hemodialysis (HD) patients, but the optimum dosing regimen is unknown. Methods: PIVOTAL (Proactive IV irOn Therapy in hemodiALysis patients) is a multicenter, open-label, blinded endpoint, randomized controlled (PROBE) trial. Incident HD adults with a serum ferritin 700 µg/L and/or TSAT ≥40%) or a reactive, low-dose IV iron arm (iron sucrose administered if ferritin <200 µg/L or TSAT < 20%). We hypothesized that proactive, high-dose IV iron would be noninferior to reactive, low-dose IV iron for the primary outcome of first occurrence of nonfatal myocardial infarction (MI), nonfatal stroke, hospitalization for heart failure or death from any cause. If noninferiority is confirmed with a noninferiority limit of 1.25 for the hazard ratio of the proactive strategy relative to the reactive strategy, a ...",Keep deferred until a source-specific official download route or file manifest is identified.
RCTC-04348,Defer - missing access/file certainty,access_or_file_uncertain_defer,access_or_file_uncertain_queue.csv,15,positive signals: open reuse signal; publication link/DOI signal; randomized-trial signal; human clinical/health signal; participant/patient/subject wording; treatment/group wording; outcome/endpoint wording; publisher supplement requires file-level confirmation,pass,pass,pass,pass,no,no,yes,yes,yes,Supplementary Material for: Reduction of Inflammatory and Noninflammatory Lesions with Topical Tyrothricin 0.1% in the Treatment of Mild to Severe Acne Papulopustulosa: A Randomized Controlled Clinical Trial,Karger Publishers,figshare.ars,10.6084/m9.figshare.5128717.v1,https://karger.figshare.com/articles/dataset/Supplementary_Material_for_Reduction_of_Inflammatory_and_Noninflammatory_Lesions_with_Topical_Tyrothricin_0_1_in_the_Treatment_of_Mild_to_Severe_Acne_Papulopustulosa_A_Randomized_Controlled_Clinical_Trial/5128717/1,2015,,Creative Commons Attribution 4.0 International cc-by-4.0 https://creativecommons.org/licenses/by/4.0/legalcode,IsSupplementTo:DOI:10.1159/000439439,"Background/Aims: Antibiotic-induced drug resistance requires new approaches in topical acne treatment. Tyrothricin is known to produce no resistance. In this study, it was tested for the first time in topical acne treatment. The efficacy and tolerability of topical tyrothricin 0.1% was evaluated. Methods: A randomized, active comparator-controlled, exploratory, observer-blind clinical study was conducted in 24 patients with acne papulopustulosa. Randomization on a split-face was either tyrothricin versus clindamycin + benzoyl peroxide (BPO) (n = 12) or tyrothricin versus BPO 5% (n = 12). The main outcome was change in inflammatory and noninflammatory lesion counts. Results: The mean differences in inflammatory lesion counts from baseline were -12.3 (95% CI: -20.5 to -4.1) in clindamycin + BPO, -10.2 (95% CI: -15.3 to -5.0) in BPO 5%, and -7.7 (95% CI: -11.7 to -3.7) in tyrothricin. Ty...",Keep deferred until a source-specific official download route or file manifest is identified.
RCTC-04336,Defer - missing access/file certainty,access_or_file_uncertain_defer,access_or_file_uncertain_queue.csv,15,positive signals: open reuse signal; publication link/DOI signal; randomized-trial signal; human clinical/health signal; participant/patient/subject wording; treatment/group wording; outcome/endpoint wording; publisher supplement requires file-level confirmation,pass,pass,pass,pass,no,no,yes,yes,yes,Supplementary Material for: Remotely Programmed Deep Brain Stimulation of the Bilateral Subthalamic Nucleus for the Treatment of Primary Parkinson Disease: A Randomized Controlled Trial Investigating the Safety and Efficacy of a Novel Deep Brain Stimulation System,Karger Publishers,figshare.ars,10.6084/m9.figshare.5057557,https://karger.figshare.com/articles/dataset/Supplementary_Material_for_Remotely_Programmed_Deep_Brain_Stimulation_of_the_Bilateral_Subthalamic_Nucleus_for_the_Treatment_of_Primary_Parkinson_Disease_A_Randomized_Controlled_Trial_Investigating_the_Safety_and_Efficacy_of_a_Novel_Deep_Brain_Stimulation/5057557,2017,,Creative Commons Attribution 4.0 International cc-by-4.0 https://creativecommons.org/licenses/by/4.0/legalcode,IsSupplementTo:DOI:10.1159/000475765,"Background: Deep brain stimulation (DBS) is the most commonly performed surgery for the debilitating symptoms of Parkinson disease (PD). However, DBS systems remain largely unaffordable to patients in developing countries, warranting the development of a safe, economically viable, and functionally comparable alternative. Objective: To investigate the efficacy and safety of wirelessly programmed DBS of bilateral subthalamic nucleus (STN) in patients with primary PD. Methods: Sixty-four patients with primary PD were randomly divided into test and control groups (1:1), where DBS was initiated at either 1 month or 3 months, respectively, after surgery. Safety and efficacy of the treatment were compared between on- and off-medication states 3 months after surgery. Outcome measures included analysis of Unified Parkinson's Disease Rating Scale (UPDRS) scores, duration of “on” periods, and da...",Keep deferred until a source-specific official download route or file manifest is identified.
RCTC-06071,Defer - missing access/file certainty,access_or_file_uncertain_defer,access_or_file_uncertain_queue.csv,15,positive signals: open reuse signal; publication link/DOI signal; randomized-trial signal; human clinical/health signal; participant/patient/subject wording; treatment/group wording; outcome/endpoint wording; publisher supplement requires file-level confirmation,pass,pass,pass,pass,no,no,yes,yes,yes,Supplementary Material for: Repositioning of In-the-Bag Dislocated Intraocular Lenses. A Randomized Clinical Trial Comparing Two Surgical Methods,Karger Publishers,figshare.ars,10.6084/m9.figshare.22004798,https://karger.figshare.com/articles/dataset/Supplementary_Material_for_Repositioning_of_In-the-Bag_Dislocated_Intraocular_Lenses_A_Randomized_Clinical_Trial_Comparing_Two_Surgical_Methods/22004798,2023,,Creative Commons Attribution 4.0 International cc-by-4.0 https://creativecommons.org/licenses/by/4.0/legalcode,IsSupplementTo:DOI:10.1159/000529506,"Introduction: To evaluate IOL tilt, IOL-induced astigmatism (IIA), refractive change and impact of capsular fibrosis on IOL position after scleral fixation of dislocated IOL using two methods: Ab Externo Scleral Suture Loop Fixation (Group A) and a modification, Embracing the Continuous Curvilinear Capsulorhexis (Group B). Methods: In this prospective randomized clinical trial conducted at St. Erik Eye Hospital, 117 patients with dislocated IOL were randomized to Group A (n = 61) or B (n = 56). Patients with ordinary pseudophakia (n = 60) served as controls. IOL tilt was measured three-dimensionally with anterior segment optical coherence tomography (AS-OCT). Results: The median IOL tilt was similar with both methods (A: 7.8°; B: 8.3°; p=0.51), but higher than in ordinary pseudophakia (5.4°; p<0.001). Both groups showed a myopic shift, p<0.001. In cases without capsular fibrosis, the ...",Keep deferred until a source-specific official download route or file manifest is identified.
