candidate_id,title,doi,repository,downloaded_file_count,download_failed_count,oversize_skipped_count,archive_extracted_file_count,readable_table_count,license_status,publication_status,randomization_status,crossover_status,participant_level_status,treatment_assignment_status,outcome_status,qualification_decision,reasons,best_readable_tables,treatment_evidence,outcome_evidence,next_action
RCTC-06961,Risk of Bias Assessment in the PTSD Repository,10.3886/e238615,ICPSR Harvested Dataverse,0,0,0,0,0,fail_or_unclear,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; license/restriction check not clean; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-06962,Risk of Bias Assessment in the PTSD Repository,10.3886/e238615v1,ICPSR Harvested Dataverse,0,0,0,0,0,fail_or_unclear,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; license/restriction check not clean; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-07069,"The National Study of Learning Mindsets, [United States], 2015-2016 Version 2",10.3886/icpsr37353.v2,ICPSR Harvested Dataverse,0,0,0,0,0,fail_or_unclear,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; license/restriction check not clean; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-06989,The Value of MOOC Certificates versus Traditional Credentials and Experience: Data and Analysis Files,10.3886/e130725v1,ICPSR Harvested Dataverse,0,0,0,0,0,fail_or_unclear,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; license/restriction check not clean; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-06990,The Value of MOOC Certificates versus Traditional Credentials and Experience: Data and Analysis Files,10.3886/e130725,ICPSR Harvested Dataverse,0,0,0,0,0,fail_or_unclear,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; license/restriction check not clean; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-06946,Who has been studied in PTSD clinical trials?,10.3886/e245213v1,ICPSR Harvested Dataverse,0,0,0,0,0,fail_or_unclear,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; license/restriction check not clean; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-06947,Who has been studied in PTSD clinical trials?,10.3886/e245213,ICPSR Harvested Dataverse,0,0,0,0,0,fail_or_unclear,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; license/restriction check not clean; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-06790,"Reaching end users (REU) socioeconomic endline survey 2009, Mozambique",10.7910/dvn/rn40sp,IFPRI Dataverse,36,0,0,0,36,fail_or_unclear,pass,unclear_or_fail,no,pass,pass,pass,not_qualified_before_cleaning,license/restriction check not clean; individual randomization not confirmed by metadata,SES09_Q1_A_Identification.tab:delimited rows>=990 cols=12 | SES09_Q1_B_Composition.tab:delimited rows>=1000 cols=16 | SES09_Q1_C_Composition.tab:delimited rows>=1000 cols=15 | SES09_Q1_D1_Composition.tab:delimited rows>=1000 cols=13 | SES09_Q1_D2_Composition.tab:delimited rows>=723 cols=15 | SES09_Q1_E_Composition.tab:delimited rows>=1000 cols=17,group | group | group | group,codigo | codigo | codigo | codigo,Do not clean unless metadata/access issue is resolved.
RCTC-06852,Impact of mobile message reminders on tuberculosis treatment outcomes in Pakistan,10.7910/dvn/tpraot,Impact Evaluation Dataverse,7,0,0,0,6,fail_or_unclear,pass,pass,no,pass,pass,pass,not_qualified_before_cleaning,license/restriction check not clean,secondaryoutcomedata_3ie.tab:delimited rows>=1000 cols=82 | Secondary Outcomes data Codebook_3IE.xlsx:Sheet1 rows>=86 cols=4 | Treatment Outcomes and Baseline Data Codebook_3IE.xlsx:Sheet1 rows>=175 cols=4 | txoutcomeandbaselinedata_3ie.tab:delimited rows>=1000 cols=162 | zindagisystemresponsedata_3ie.tab:delimited rows>=1000 cols=21 | Zindagi System Response data Codebook_3IE.xlsx:Sheet1 rows>=20 cols=3,treatsupp; hhtreatsupp; daysfirsttreat,outcome | selfoutcome; outcome; primary; secondary | resprate; twowkresprate,Do not clean unless metadata/access issue is resolved.
RCTC-03855,Dataset for: Homa Bay preschooler caregiver Survey-data,10.21223/kjy3xi,International Potato Center,0,0,0,0,0,fail_or_unclear,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; license/restriction check not clean; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-04385,"Additional file 1: of Comparison of intraoperative handling and wound healing between (NEOSORBÂŽ plus) and coated polyglactin 910 suture (NEOSORBÂŽ): a prospective, single-blind, randomized controlled trial",10.6084/m9.figshare.6789515.v1,figshare,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-03313,"Laryngeal mask vs. laryngeal tube trial in pediatric patients (LaMaTuPe): a single-blinded, open-label, randomized controlled trial [data]",10.11588/data/j7zitw,heiDATA,1,0,0,0,3,fail_or_unclear,pass,pass,no,pass,pass,pass,not_qualified_before_cleaning,license/restriction check not clean,Anonymised_Data_LaMaTuPe_2024-01-23.xlsx:Datensatz LaMaTuPe rows>=254 cols=79 | Anonymised_Data_LaMaTuPe_2024-01-23.xlsx:Legende SPSS rows>=26 cols=8 | Anonymised_Data_LaMaTuPe_2024-01-23.xlsx:Glossar rows>=86 cols=17,Studienarm,Komplikationen postop; postop. Schmerztherapie; Schmerzen Mund-Rachenraum postop,Do not clean unless metadata/access issue is resolved.
RCTC-06813,"Replication Data for: ""Network threats to causal inference: Variations in network position by participation in randomized controlled trials""",10.7910/dvn/apdpwh,Douglas Levy - ChooseWell Together 2,1,0,0,0,0,fail_or_unclear,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,license/restriction check not clean; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-07244,Improving Success of Non-Communicable Diseases Mobile Phone Surveys: Results of Two Randomized Trials Testing Interviewer Gender and Message Valence in Bangladesh and Uganda,10.3886/e183511,ICPSR Harvested Dataverse,0,0,0,0,0,fail_or_unclear,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; license/restriction check not clean; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-07245,Improving Success of Non-Communicable Diseases Mobile Phone Surveys: Results of Two Randomized Trials Testing Interviewer Gender and Message Valence in Bangladesh and Uganda,10.3886/e183511v1,ICPSR Harvested Dataverse,0,0,0,0,0,fail_or_unclear,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; license/restriction check not clean; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
